cohort,contract,variant,operation,capacity,sample,repetitions,operations,elapsed_ns,checksum,digest,requests,peak_bytes
0,normal,whitefoot,rehash,4096,3,4,4,58501,1827965534208,13715796755296672336,8200,475136
0,normal,interleaved,rehash,4096,3,4,4,53625,1827965534208,13715796755296672336,8200,376832
0,normal,split,rehash,4096,3,4,4,39749,1827965534208,13715796755296672336,8200,290816
0,normal,whitefoot,rehash,4096,4,4,4,58292,1827965534208,11472147109226316488,8200,475136
0,normal,interleaved,rehash,4096,4,4,4,53833,1827965534208,11472147109226316488,8200,376832
0,normal,split,rehash,4096,4,4,4,39624,1827965534208,11472147109226316488,8200,290816
0,normal,whitefoot,rehash,4096,5,4,4,58376,1827965534208,17478255965976599768,8200,475136
0,normal,interleaved,rehash,4096,5,4,4,53793,1827965534208,17478255965976599768,8200,376832
0,normal,split,rehash,4096,5,4,4,39834,1827965534208,17478255965976599768,8200,290816
0,normal,whitefoot,rehash,4096,6,4,4,58458,1827965534208,9565289437605259256,8200,475136
0,normal,interleaved,rehash,4096,6,4,4,53833,1827965534208,9565289437605259256,8200,376832
0,normal,split,rehash,4096,6,4,4,39791,1827965534208,9565289437605259256,8200,290816
0,normal,whitefoot,rehash,4096,7,4,4,58125,1827965534208,5938984280190480528,8200,475136
0,normal,interleaved,rehash,4096,7,4,4,54001,1827965534208,5938984280190480528,8200,376832
0,normal,split,rehash,4096,7,4,4,39832,1827965534208,5938984280190480528,8200,290816
0,normal,whitefoot,rehash,4096,8,4,4,58751,1827965534208,7753566762732457912,8200,475136
0,normal,interleaved,rehash,4096,8,4,4,53499,1827965534208,7753566762732457912,8200,376832
0,normal,split,rehash,4096,8,4,4,39834,1827965534208,7753566762732457912,8200,290816
0,normal,whitefoot,rehash,4096,9,4,4,58124,1827965534208,13780301973079490048,8200,475136
0,normal,interleaved,rehash,4096,9,4,4,53542,1827965534208,13780301973079490048,8200,376832
0,normal,split,rehash,4096,9,4,4,39709,1827965534208,13780301973079490048,8200,290816
0,normal,whitefoot,rehash,4096,10,4,4,58584,1827965534208,15143009266973162248,8200,475136
0,normal,interleaved,rehash,4096,10,4,4,53667,1827965534208,15143009266973162248,8200,376832
0,normal,split,rehash,4096,10,4,4,39666,1827965534208,15143009266973162248,8200,290816
0,normal,whitefoot,rehash,4096,11,4,4,58167,1827965534208,16669691421769542776,8200,475136
0,normal,interleaved,rehash,4096,11,4,4,53667,1827965534208,16669691421769542776,8200,376832
0,normal,split,rehash,4096,11,4,4,39751,1827965534208,16669691421769542776,8200,290816
0,normal,whitefoot,rehash,4096,12,4,4,58000,1827965534208,12295864366953237120,8200,475136
0,normal,interleaved,rehash,4096,12,4,4,53959,1827965534208,12295864366953237120,8200,376832
0,normal,split,rehash,4096,12,4,4,39665,1827965534208,12295864366953237120,8200,290816
0,normal,whitefoot,rehash,4096,13,4,4,58334,1827965534208,9430538475723708128,8200,475136
0,normal,interleaved,rehash,4096,13,4,4,53666,1827965534208,9430538475723708128,8200,376832
0,normal,split,rehash,4096,13,4,4,39584,1827965534208,9430538475723708128,8200,290816
0,normal,whitefoot,lookup,16384,0,4,1048576,2731918,159344702076223488,10909911768892883176,32772,851968
0,normal,interleaved,lookup,16384,0,4,1048576,2912751,159344702076223488,10909911768892883176,32772,720896
0,normal,split,lookup,16384,0,4,1048576,3094624,159344702076223488,10909911768892883176,32772,606208
0,normal,whitefoot,lookup,16384,1,4,1048576,2736209,159344702076223488,13502755409350941448,32772,851968
0,normal,interleaved,lookup,16384,1,4,1048576,2911375,159344702076223488,13502755409350941448,32772,720896
0,normal,split,lookup,16384,1,4,1048576,3094582,159344702076223488,13502755409350941448,32772,606208
0,normal,whitefoot,lookup,16384,2,4,1048576,2727208,159344702076223488,14940797459546303912,32772,851968
0,normal,interleaved,lookup,16384,2,4,1048576,2918665,159344702076223488,14940797459546303912,32772,720896
0,normal,split,lookup,16384,2,4,1048576,3091334,159344702076223488,14940797459546303912,32772,606208
0,normal,whitefoot,lookup,16384,3,4,1048576,2733083,159344702076223488,7567640889831038072,32772,851968
0,normal,interleaved,lookup,16384,3,4,1048576,2919416,159344702076223488,7567640889831038072,32772,720896
0,normal,split,lookup,16384,3,4,1048576,3104500,159344702076223488,7567640889831038072,32772,606208
0,normal,whitefoot,lookup,16384,4,4,1048576,2741750,159344702076223488,11576670716104284088,32772,851968
0,normal,interleaved,lookup,16384,4,4,1048576,2925583,159344702076223488,11576670716104284088,32772,720896
0,normal,split,lookup,16384,4,4,1048576,3094082,159344702076223488,11576670716104284088,32772,606208
0,normal,whitefoot,lookup,16384,5,4,1048576,2741958,159344702076223488,18226598782554959048,32772,851968
0,normal,interleaved,lookup,16384,5,4,1048576,2924668,159344702076223488,18226598782554959048,32772,720896
0,normal,split,lookup,16384,5,4,1048576,3093792,159344702076223488,18226598782554959048,32772,606208
0,normal,whitefoot,lookup,16384,6,4,1048576,2731000,159344702076223488,8952695809931110936,32772,851968
0,normal,interleaved,lookup,16384,6,4,1048576,2919208,159344702076223488,8952695809931110936,32772,720896
0,normal,split,lookup,16384,6,4,1048576,3091584,159344702076223488,8952695809931110936,32772,606208
0,normal,whitefoot,lookup,16384,7,4,1048576,2743207,159344702076223488,7818766382147352904,32772,851968
0,normal,interleaved,lookup,16384,7,4,1048576,2911083,159344702076223488,7818766382147352904,32772,720896
0,normal,split,lookup,16384,7,4,1048576,3126291,159344702076223488,7818766382147352904,32772,606208
0,normal,whitefoot,lookup,16384,8,4,1048576,2730875,159344702076223488,16149779501894872504,32772,851968
0,normal,interleaved,lookup,16384,8,4,1048576,2908458,159344702076223488,16149779501894872504,32772,720896
0,normal,split,lookup,16384,8,4,1048576,3092959,159344702076223488,16149779501894872504,32772,606208
0,normal,whitefoot,lookup,16384,9,4,1048576,2854499,159344702076223488,2356081379217275400,32772,851968
0,normal,interleaved,lookup,16384,9,4,1048576,3040290,159344702076223488,2356081379217275400,32772,720896
0,normal,split,lookup,16384,9,4,1048576,3082376,159344702076223488,2356081379217275400,32772,606208
0,normal,whitefoot,lookup,16384,10,4,1048576,2742418,159344702076223488,15550830537941824056,32772,851968
0,normal,interleaved,lookup,16384,10,4,1048576,2930668,159344702076223488,15550830537941824056,32772,720896
0,normal,split,lookup,16384,10,4,1048576,3085001,159344702076223488,15550830537941824056,32772,606208
0,normal,whitefoot,lookup,16384,11,4,1048576,2740376,159344702076223488,10293427524117068264,32772,851968
0,normal,interleaved,lookup,16384,11,4,1048576,2912375,159344702076223488,10293427524117068264,32772,720896
0,normal,split,lookup,16384,11,4,1048576,3211376,159344702076223488,10293427524117068264,32772,606208
0,normal,whitefoot,lookup,16384,12,4,1048576,2731251,159344702076223488,5521175825229903656,32772,851968
0,normal,interleaved,lookup,16384,12,4,1048576,2916917,159344702076223488,5521175825229903656,32772,720896
0,normal,split,lookup,16384,12,4,1048576,3211083,159344702076223488,5521175825229903656,32772,606208
0,normal,whitefoot,lookup,16384,13,4,1048576,2742792,159344702076223488,5725350131714615384,32772,851968
0,normal,interleaved,lookup,16384,13,4,1048576,2913917,159344702076223488,5725350131714615384,32772,720896
0,normal,split,lookup,16384,13,4,1048576,3114251,159344702076223488,5725350131714615384,32772,606208
0,normal,whitefoot,insert,16384,0,4,32768,373918,0,10909911768892883176,32772,851968
0,normal,interleaved,insert,16384,0,4,32768,92876,0,10909911768892883176,32772,720896
0,normal,split,insert,16384,0,4,32768,99666,0,10909911768892883176,32772,606208
0,normal,whitefoot,insert,16384,1,4,32768,361417,0,13502755409350941448,32772,851968
0,normal,interleaved,insert,16384,1,4,32768,93083,0,13502755409350941448,32772,720896
0,normal,split,insert,16384,1,4,32768,96334,0,13502755409350941448,32772,606208
0,normal,whitefoot,insert,16384,2,4,32768,352501,0,14940797459546303912,32772,851968
0,normal,interleaved,insert,16384,2,4,32768,92917,0,14940797459546303912,32772,720896
0,normal,split,insert,16384,2,4,32768,96125,0,14940797459546303912,32772,606208
0,normal,whitefoot,insert,16384,3,4,32768,367749,0,7567640889831038072,32772,851968
0,normal,interleaved,insert,16384,3,4,32768,93168,0,7567640889831038072,32772,720896
