cohort,implementation,contract,variant,operation,capacity,sample,repetitions,operations,elapsed_ns,checksum,digest,requests,peak_bytes
0,owning-growth,retained,split,rehash,4096,10,4,4,39831,1827965534208,15143009266973162248,8200,290816
0,owning-growth,retained,whitefoot,rehash,4096,11,4,4,62625,1827965534208,16669691421769542776,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,11,4,4,53791,1827965534208,16669691421769542776,8200,376832
0,owning-growth,retained,split,rehash,4096,11,4,4,39750,1827965534208,16669691421769542776,8200,290816
0,owning-growth,retained,whitefoot,rehash,4096,12,4,4,65334,1827965534208,12295864366953237120,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,12,4,4,53749,1827965534208,12295864366953237120,8200,376832
0,owning-growth,retained,split,rehash,4096,12,4,4,39750,1827965534208,12295864366953237120,8200,290816
0,owning-growth,retained,whitefoot,rehash,4096,13,4,4,63332,1827965534208,9430538475723708128,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,13,4,4,54292,1827965534208,9430538475723708128,8200,376832
0,owning-growth,retained,split,rehash,4096,13,4,4,40874,1827965534208,9430538475723708128,8200,290816
0,owning-growth,retained,whitefoot,lookup,16384,0,4,1048576,3229833,159344702076223488,10909911768892883176,32772,851968
0,owning-growth,retained,interleaved,lookup,16384,0,4,1048576,2918584,159344702076223488,10909911768892883176,32772,720896
0,owning-growth,retained,split,lookup,16384,0,4,1048576,3097624,159344702076223488,10909911768892883176,32772,606208
0,owning-growth,retained,whitefoot,lookup,16384,1,4,1048576,3134042,159344702076223488,13502755409350941448,32772,851968
0,owning-growth,retained,interleaved,lookup,16384,1,4,1048576,2947457,159344702076223488,13502755409350941448,32772,720896
0,owning-growth,retained,split,lookup,16384,1,4,1048576,3210294,159344702076223488,13502755409350941448,32772,606208
0,owning-growth,retained,whitefoot,lookup,16384,2,4,1048576,3194750,159344702076223488,14940797459546303912,32772,851968
0,owning-growth,retained,interleaved,lookup,16384,2,4,1048576,2952584,159344702076223488,14940797459546303912,32772,720896
0,owning-growth,retained,split,lookup,16384,2,4,1048576,3101501,159344702076223488,14940797459546303912,32772,606208
0,owning-growth,retained,whitefoot,lookup,16384,3,4,1048576,3146416,159344702076223488,7567640889831038072,32772,851968
0,owning-growth,retained,interleaved,lookup,16384,3,4,1048576,2910499,159344702076223488,7567640889831038072,32772,720896
0,owning-growth,retained,split,lookup,16384,3,4,1048576,3106375,159344702076223488,7567640889831038072,32772,606208
0,owning-growth,retained,whitefoot,lookup,16384,4,4,1048576,3140208,159344702076223488,11576670716104284088,32772,851968
0,owning-growth,retained,interleaved,lookup,16384,4,4,1048576,2939542,159344702076223488,11576670716104284088,32772,720896
0,owning-growth,retained,split,lookup,16384,4,4,1048576,3105500,159344702076223488,11576670716104284088,32772,606208
0,owning-growth,retained,whitefoot,lookup,16384,5,4,1048576,3148625,159344702076223488,18226598782554959048,32772,851968
0,owning-growth,retained,interleaved,lookup,16384,5,4,1048576,2916833,159344702076223488,18226598782554959048,32772,720896
