round	shape	depth	words	reps	impl	threads	seconds	exit	output
1	bal	10	64	8000	wf_seq	0	0.498065	0	41d7c539f8109d29
1	bal	10	64	8000	wf_par	1	0.518456	0	41d7c539f8109d29
1	bal	10	64	8000	wf_par	2	0.312567	0	41d7c539f8109d29
1	bal	10	64	8000	wf_par	4	0.473742	0	41d7c539f8109d29
1	bal	10	64	8000	wf_par	8	1.651360	0	41d7c539f8109d29
1	bal	10	64	8000	rs_seq	0	0.602455	0	41d7c539f8109d29
1	bal	10	64	8000	rs_rayon	2	0.419348	0	41d7c539f8109d29
1	bal	10	64	8000	rs_rayon	4	0.319566	0	41d7c539f8109d29
1	bal	10	64	8000	rs_rayon	8	0.477092	0	41d7c539f8109d29
1	bal	10	64	8000	rs_cut	2	0.380634	0	41d7c539f8109d29
1	bal	10	64	8000	rs_cut	4	0.299664	0	41d7c539f8109d29
1	bal	10	64	8000	rs_cut	8	0.404578	0	41d7c539f8109d29
1	bal	10	192	2850	wf_seq	0	0.760346	0	41f43bcaafe3d6ba
1	bal	10	192	2850	wf_par	1	0.765819	0	41f43bcaafe3d6ba
1	bal	10	192	2850	wf_par	2	0.636830	0	41f43bcaafe3d6ba
1	bal	10	192	2850	wf_par	4	0.826497	0	41f43bcaafe3d6ba
1	bal	10	192	2850	wf_par	8	0.993114	0	41f43bcaafe3d6ba
1	bal	10	192	2850	rs_seq	0	0.855698	0	41f43bcaafe3d6ba
1	bal	10	192	2850	rs_rayon	2	0.527704	0	41f43bcaafe3d6ba
1	bal	10	192	2850	rs_rayon	4	0.396844	0	41f43bcaafe3d6ba
1	bal	10	192	2850	rs_rayon	8	0.298576	0	41f43bcaafe3d6ba
1	bal	10	192	2850	rs_cut	2	0.514379	0	41f43bcaafe3d6ba
1	bal	10	192	2850	rs_cut	4	0.347295	0	41f43bcaafe3d6ba
1	bal	10	192	2850	rs_cut	8	0.308326	0	41f43bcaafe3d6ba
1	bal	12	16	6300	wf_seq	0	0.866448	0	41c980c678512691
1	bal	12	16	6300	wf_par	1	0.839807	0	41c980c678512691
1	bal	12	16	6300	wf_par	2	1.144128	0	41c980c678512691
1	bal	12	16	6300	wf_par	4	1.806315	0	41c980c678512691
1	bal	12	16	6300	wf_par	8	2.556679	0	41c980c678512691
1	bal	12	16	6300	rs_seq	0	0.894586	0	41c980c678512691
1	bal	12	16	6300	rs_rayon	2	0.692499	0	41c980c678512691
1	bal	12	16	6300	rs_rayon	4	0.496334	0	41c980c678512691
1	bal	12	16	6300	rs_rayon	8	0.734379	0	41c980c678512691
1	bal	12	16	6300	rs_cut	2	0.574327	0	41c980c678512691
1	bal	12	16	6300	rs_cut	4	0.403564	0	41c980c678512691
1	bal	12	16	6300	rs_cut	8	0.349581	0	41c980c678512691
1	bal	12	64	2000	wf_seq	0	0.772889	0	41f7c761152494df
1	bal	12	64	2000	wf_par	1	0.807927	0	41f7c761152494df
1	bal	12	64	2000	wf_par	2	0.658659	0	41f7c761152494df
1	bal	12	64	2000	wf_par	4	0.807123	0	41f7c761152494df
1	bal	12	64	2000	wf_par	8	1.065104	0	41f7c761152494df
1	bal	12	64	2000	rs_seq	0	0.817285	0	41f7c761152494df
1	bal	12	64	2000	rs_rayon	2	0.652491	0	41f7c761152494df
1	bal	12	64	2000	rs_rayon	4	0.395457	0	41f7c761152494df
1	bal	12	64	2000	rs_rayon	8	0.476306	0	41f7c761152494df
1	bal	12	64	2000	rs_cut	2	0.628150	0	41f7c761152494df
1	bal	12	64	2000	rs_cut	4	0.449456	0	41f7c761152494df
1	bal	12	64	2000	rs_cut	8	0.369987	0	41f7c761152494df
1	bal	12	192	700	wf_seq	0	1.067170	0	42143db997dbfda3
1	bal	12	192	700	wf_par	1	1.099454	0	42143db997dbfda3
1	bal	12	192	700	wf_par	2	0.727950	0	42143db997dbfda3
1	bal	12	192	700	wf_par	4	0.633764	0	42143db997dbfda3
1	bal	12	192	700	wf_par	8	0.673835	0	42143db997dbfda3
1	bal	12	192	700	rs_seq	0	0.931369	0	42143db997dbfda3
1	bal	12	192	700	rs_rayon	2	0.546428	0	42143db997dbfda3
1	bal	12	192	700	rs_rayon	4	0.364120	0	42143db997dbfda3
1	bal	12	192	700	rs_rayon	8	0.348619	0	42143db997dbfda3
1	bal	12	192	700	rs_cut	2	0.604217	0	42143db997dbfda3
1	bal	12	192	700	rs_cut	4	0.383997	0	42143db997dbfda3
1	bal	12	192	700	rs_cut	8	0.335000	0	42143db997dbfda3
1	skew	16	16	14000	wf_seq	0	1.084870	0	41b6e2d19d086103
1	skew	16	16	14000	wf_par	1	0.970239	0	41b6e2d19d086103
1	skew	16	16	14000	wf_par	2	1.883005	0	41b6e2d19d086103
1	skew	16	16	14000	wf_par	4	3.874055	0	41b6e2d19d086103
1	skew	16	16	14000	wf_par	8	4.849619	0	41b6e2d19d086103
1	skew	16	16	14000	rs_seq	0	1.113354	0	41b6e2d19d086103
1	skew	16	16	14000	rs_rayon	2	1.020810	0	41b6e2d19d086103
1	skew	16	16	14000	rs_rayon	4	0.812613	0	41b6e2d19d086103
1	skew	16	16	14000	rs_rayon	8	0.867784	0	41b6e2d19d086103
1	skew	16	16	14000	rs_cut	2	1.468693	0	41b6e2d19d086103
1	skew	16	16	14000	rs_cut	4	0.917689	0	41b6e2d19d086103
1	skew	16	16	14000	rs_cut	8	0.682014	0	41b6e2d19d086103
1	skew	16	64	4500	wf_seq	0	1.182005	0	41e556a6323abc33
1	skew	16	64	4500	wf_par	1	1.004805	0	41e556a6323abc33
1	skew	16	64	4500	wf_par	2	1.453234	0	41e556a6323abc33
1	skew	16	64	4500	wf_par	4	1.874041	0	41e556a6323abc33
1	skew	16	64	4500	wf_par	8	1.841137	0	41e556a6323abc33
1	skew	16	64	4500	rs_seq	0	1.109899	0	41e556a6323abc33
1	skew	16	64	4500	rs_rayon	2	0.770114	0	41e556a6323abc33
1	skew	16	64	4500	rs_rayon	4	0.551542	0	41e556a6323abc33
1	skew	16	64	4500	rs_rayon	8	0.634085	0	41e556a6323abc33
1	skew	16	64	4500	rs_cut	2	0.664632	0	41e556a6323abc33
1	skew	16	64	4500	rs_cut	4	0.623484	0	41e556a6323abc33
1	skew	16	64	4500	rs_cut	8	0.575135	0	41e556a6323abc33
1	skew	16	192	1600	wf_seq	0	1.526486	0	420229e929506cdd
1	skew	16	192	1600	wf_par	1	1.313950	0	420229e929506cdd
1	skew	16	192	1600	wf_par	2	1.426382	0	420229e929506cdd
1	skew	16	192	1600	wf_par	4	1.354945	0	420229e929506cdd
1	skew	16	192	1600	wf_par	8	1.261145	0	420229e929506cdd
1	skew	16	192	1600	rs_seq	0	1.134306	0	420229e929506cdd
1	skew	16	192	1600	rs_rayon	2	0.665386	0	420229e929506cdd
1	skew	16	192	1600	rs_rayon	4	0.511212	0	420229e929506cdd
1	skew	16	192	1600	rs_rayon	8	0.500829	0	420229e929506cdd
1	skew	16	192	1600	rs_cut	2	0.719396	0	420229e929506cdd
1	skew	16	192	1600	rs_cut	4	0.658127	0	420229e929506cdd
1	skew	16	192	1600	rs_cut	8	0.490495	0	420229e929506cdd
2	bal	8	16	100000	wf_seq	0	1.108130	0	418978c4dfc3adcb
2	bal	8	16	100000	wf_par	1	1.194956	0	418978c4dfc3adcb
2	bal	8	16	100000	wf_par	2	2.780517	0	418978c4dfc3adcb
2	bal	8	16	100000	wf_par	4	4.572601	0	418978c4dfc3adcb
2	bal	8	16	100000	wf_par	8	7.079000	0	418978c4dfc3adcb
2	bal	8	16	100000	rs_seq	0	0.983089	0	418978c4dfc3adcb
2	bal	8	16	100000	rs_rayon	2	0.944614	0	418978c4dfc3adcb
2	bal	8	16	100000	rs_rayon	4	1.637092	0	418978c4dfc3adcb
2	bal	8	16	100000	rs_rayon	8	2.597197	0	418978c4dfc3adcb
2	bal	8	16	100000	rs_cut	2	1.065680	0	418978c4dfc3adcb
2	bal	8	16	100000	rs_cut	4	0.899623	0	418978c4dfc3adcb
2	bal	8	16	100000	rs_cut	8	2.140841	0	418978c4dfc3adcb
2	bal	8	64	32000	wf_seq	0	0.836358	0	41b7bde1c5b8515c
2	bal	8	64	32000	wf_par	1	0.789934	0	41b7bde1c5b8515c
2	bal	8	64	32000	wf_par	2	0.974603	0	41b7bde1c5b8515c
2	bal	8	64	32000	wf_par	4	1.514370	0	41b7bde1c5b8515c
2	bal	8	64	32000	wf_par	8	2.680725	0	41b7bde1c5b8515c
2	bal	8	64	32000	rs_seq	0	0.801871	0	41b7bde1c5b8515c
2	bal	8	64	32000	rs_rayon	2	0.663331	0	41b7bde1c5b8515c
2	bal	8	64	32000	rs_rayon	4	0.667645	0	41b7bde1c5b8515c
2	bal	8	64	32000	rs_rayon	8	1.081486	0	41b7bde1c5b8515c
2	bal	8	64	32000	rs_cut	2	0.626938	0	41b7bde1c5b8515c
2	bal	8	64	32000	rs_cut	4	0.565533	0	41b7bde1c5b8515c
2	bal	8	64	32000	rs_cut	8	0.877125	0	41b7bde1c5b8515c
2	bal	8	192	11500	wf_seq	0	0.993075	0	41d434bad9dda9b2
2	bal	8	192	11500	wf_par	1	0.909603	0	41d434bad9dda9b2
2	bal	8	192	11500	wf_par	2	0.538815	0	41d434bad9dda9b2
2	bal	8	192	11500	wf_par	4	0.806501	0	41d434bad9dda9b2
2	bal	8	192	11500	wf_par	8	1.311777	0	41d434bad9dda9b2
2	bal	8	192	11500	rs_seq	0	1.021844	0	41d434bad9dda9b2
2	bal	8	192	11500	rs_rayon	2	0.657839	0	41d434bad9dda9b2
2	bal	8	192	11500	rs_rayon	4	0.505737	0	41d434bad9dda9b2
2	bal	8	192	11500	rs_rayon	8	0.686376	0	41d434bad9dda9b2
2	bal	8	192	11500	rs_cut	2	0.579730	0	41d434bad9dda9b2
2	bal	8	192	11500	rs_cut	4	0.374572	0	41d434bad9dda9b2
2	bal	8	192	11500	rs_cut	8	0.337475	0	41d434bad9dda9b2
2	bal	10	16	25000	wf_seq	0	0.734483	0	41a97eb56fcb8a7e
2	bal	10	16	25000	wf_par	1	0.644615	0	41a97eb56fcb8a7e
2	bal	10	16	25000	wf_par	2	0.789226	0	41a97eb56fcb8a7e
2	bal	10	16	25000	wf_par	4	1.599276	0	41a97eb56fcb8a7e
2	bal	10	16	25000	wf_par	8	3.041129	0	41a97eb56fcb8a7e
2	bal	10	16	25000	rs_seq	0	0.761809	0	41a97eb56fcb8a7e
2	bal	10	16	25000	rs_rayon	2	0.495178	0	41a97eb56fcb8a7e
2	bal	10	16	25000	rs_rayon	4	0.537776	0	41a97eb56fcb8a7e
2	bal	10	16	25000	rs_rayon	8	0.610042	0	41a97eb56fcb8a7e
2	bal	10	16	25000	rs_cut	2	0.446779	0	41a97eb56fcb8a7e
2	bal	10	16	25000	rs_cut	4	0.395776	0	41a97eb56fcb8a7e
2	bal	10	16	25000	rs_cut	8	0.363055	0	41a97eb56fcb8a7e
2	bal	10	64	8000	wf_seq	0	0.644037	0	41d7c539f8109d29
2	bal	10	64	8000	wf_par	1	0.600052	0	41d7c539f8109d29
2	bal	10	64	8000	wf_par	2	0.362866	0	41d7c539f8109d29
2	bal	10	64	8000	wf_par	4	0.534510	0	41d7c539f8109d29
2	bal	10	64	8000	wf_par	8	0.960615	0	41d7c539f8109d29
2	bal	10	64	8000	rs_seq	0	0.598434	0	41d7c539f8109d29
2	bal	10	64	8000	rs_rayon	2	0.345538	0	41d7c539f8109d29
2	bal	10	64	8000	rs_rayon	4	0.294870	0	41d7c539f8109d29
2	bal	10	64	8000	rs_rayon	8	0.282238	0	41d7c539f8109d29
2	bal	10	64	8000	rs_cut	2	0.366623	0	41d7c539f8109d29
2	bal	10	64	8000	rs_cut	4	0.275461	0	41d7c539f8109d29
2	bal	10	64	8000	rs_cut	8	0.219923	0	41d7c539f8109d29
2	bal	10	192	2850	wf_seq	0	0.763748	0	41f43bcaafe3d6ba
2	bal	10	192	2850	wf_par	1	0.689337	0	41f43bcaafe3d6ba
2	bal	10	192	2850	wf_par	2	0.381904	0	41f43bcaafe3d6ba
2	bal	10	192	2850	wf_par	4	0.440854	0	41f43bcaafe3d6ba
2	bal	10	192	2850	wf_par	8	0.512299	0	41f43bcaafe3d6ba
2	bal	10	192	2850	rs_seq	0	0.720001	0	41f43bcaafe3d6ba
2	bal	10	192	2850	rs_rayon	2	0.382352	0	41f43bcaafe3d6ba
2	bal	10	192	2850	rs_rayon	4	0.269015	0	41f43bcaafe3d6ba
2	bal	10	192	2850	rs_rayon	8	0.215432	0	41f43bcaafe3d6ba
2	bal	10	192	2850	rs_cut	2	0.416198	0	41f43bcaafe3d6ba
2	bal	10	192	2850	rs_cut	4	0.262731	0	41f43bcaafe3d6ba
2	bal	10	192	2850	rs_cut	8	0.197865	0	41f43bcaafe3d6ba
2	bal	12	16	6300	wf_seq	0	0.727937	0	41c980c678512691
2	bal	12	16	6300	wf_par	1	0.657546	0	41c980c678512691
2	bal	12	16	6300	wf_par	2	0.727400	0	41c980c678512691
2	bal	12	16	6300	wf_par	4	1.201459	0	41c980c678512691
2	bal	12	16	6300	wf_par	8	2.285801	0	41c980c678512691
2	bal	12	16	6300	rs_seq	0	0.766283	0	41c980c678512691
2	bal	12	16	6300	rs_rayon	2	0.489724	0	41c980c678512691
2	bal	12	16	6300	rs_rayon	4	0.380692	0	41c980c678512691
2	bal	12	16	6300	rs_rayon	8	0.366775	0	41c980c678512691
2	bal	12	16	6300	rs_cut	2	0.445359	0	41c980c678512691
2	bal	12	16	6300	rs_cut	4	0.305096	0	41c980c678512691
2	bal	12	16	6300	rs_cut	8	0.243307	0	41c980c678512691
2	bal	12	64	2000	wf_seq	0	0.641245	0	41f7c761152494df
2	bal	12	64	2000	wf_par	1	0.592564	0	41f7c761152494df
2	bal	12	64	2000	wf_par	2	0.338657	0	41f7c761152494df
2	bal	12	64	2000	wf_par	4	0.409609	0	41f7c761152494df
2	bal	12	64	2000	wf_par	8	0.635953	0	41f7c761152494df
2	bal	12	64	2000	rs_seq	0	0.619477	0	41f7c761152494df
2	bal	12	64	2000	rs_rayon	2	0.344529	0	41f7c761152494df
2	bal	12	64	2000	rs_rayon	4	0.244250	0	41f7c761152494df
2	bal	12	64	2000	rs_rayon	8	0.210510	0	41f7c761152494df
2	bal	12	64	2000	rs_cut	2	0.369762	0	41f7c761152494df
2	bal	12	64	2000	rs_cut	4	0.242928	0	41f7c761152494df
2	bal	12	64	2000	rs_cut	8	0.182460	0	41f7c761152494df
2	bal	12	192	700	wf_seq	0	0.747220	0	42143db997dbfda3
2	bal	12	192	700	wf_par	1	0.673167	0	42143db997dbfda3
2	bal	12	192	700	wf_par	2	0.351558	0	42143db997dbfda3
2	bal	12	192	700	wf_par	4	0.321906	0	42143db997dbfda3
2	bal	12	192	700	wf_par	8	0.416721	0	42143db997dbfda3
2	bal	12	192	700	rs_seq	0	0.722753	0	42143db997dbfda3
2	bal	12	192	700	rs_rayon	2	0.383475	0	42143db997dbfda3
2	bal	12	192	700	rs_rayon	4	0.244841	0	42143db997dbfda3
2	bal	12	192	700	rs_rayon	8	0.178228	0	42143db997dbfda3
2	bal	12	192	700	rs_cut	2	0.422858	0	42143db997dbfda3
2	bal	12	192	700	rs_cut	4	0.273941	0	42143db997dbfda3
2	bal	12	192	700	rs_cut	8	0.202199	0	42143db997dbfda3
2	skew	16	16	14000	wf_seq	0	0.851285	0	41b6e2d19d086103
2	skew	16	16	14000	wf_par	1	0.643349	0	41b6e2d19d086103
2	skew	16	16	14000	wf_par	2	1.072871	0	41b6e2d19d086103
2	skew	16	16	14000	wf_par	4	2.182623	0	41b6e2d19d086103
2	skew	16	16	14000	wf_par	8	3.432862	0	41b6e2d19d086103
2	skew	16	16	14000	rs_seq	0	0.709268	0	41b6e2d19d086103
2	skew	16	16	14000	rs_rayon	2	0.524188	0	41b6e2d19d086103
2	skew	16	16	14000	rs_rayon	4	0.434011	0	41b6e2d19d086103
2	skew	16	16	14000	rs_rayon	8	0.470353	0	41b6e2d19d086103
2	skew	16	16	14000	rs_cut	2	0.469569	0	41b6e2d19d086103
2	skew	16	16	14000	rs_cut	4	0.326223	0	41b6e2d19d086103
2	skew	16	16	14000	rs_cut	8	0.412626	0	41b6e2d19d086103
2	skew	16	64	4500	wf_seq	0	0.782210	0	41e556a6323abc33
2	skew	16	64	4500	wf_par	1	0.631950	0	41e556a6323abc33
2	skew	16	64	4500	wf_par	2	0.516935	0	41e556a6323abc33
2	skew	16	64	4500	wf_par	4	0.757913	0	41e556a6323abc33
2	skew	16	64	4500	wf_par	8	1.305578	0	41e556a6323abc33
2	skew	16	64	4500	rs_seq	0	0.681516	0	41e556a6323abc33
2	skew	16	64	4500	rs_rayon	2	0.432151	0	41e556a6323abc33
2	skew	16	64	4500	rs_rayon	4	0.338852	0	41e556a6323abc33
2	skew	16	64	4500	rs_rayon	8	0.325205	0	41e556a6323abc33
2	skew	16	64	4500	rs_cut	2	0.450618	0	41e556a6323abc33
2	skew	16	64	4500	rs_cut	4	0.324026	0	41e556a6323abc33
2	skew	16	64	4500	rs_cut	8	0.325184	0	41e556a6323abc33
2	skew	16	192	1600	wf_seq	0	0.951545	0	420229e929506cdd
2	skew	16	192	1600	wf_par	1	0.686628	0	420229e929506cdd
2	skew	16	192	1600	wf_par	2	0.557403	0	420229e929506cdd
2	skew	16	192	1600	wf_par	4	0.528073	0	420229e929506cdd
2	skew	16	192	1600	wf_par	8	0.631209	0	420229e929506cdd
2	skew	16	192	1600	rs_seq	0	0.734629	0	420229e929506cdd
2	skew	16	192	1600	rs_rayon	2	0.386948	0	420229e929506cdd
2	skew	16	192	1600	rs_rayon	4	0.360470	0	420229e929506cdd
2	skew	16	192	1600	rs_rayon	8	0.234476	0	420229e929506cdd
2	skew	16	192	1600	rs_cut	2	0.463970	0	420229e929506cdd
2	skew	16	192	1600	rs_cut	4	0.300686	0	420229e929506cdd
2	skew	16	192	1600	rs_cut	8	0.326792	0	420229e929506cdd
3	bal	8	16	100000	wf_seq	0	0.736793	0	418978c4dfc3adcb
3	bal	8	16	100000	wf_par	1	0.650760	0	418978c4dfc3adcb
3	bal	8	16	100000	wf_par	2	1.324606	0	418978c4dfc3adcb
3	bal	8	16	100000	wf_par	4	2.595840	0	418978c4dfc3adcb
3	bal	8	16	100000	wf_par	8	5.321164	0	418978c4dfc3adcb
3	bal	8	16	100000	rs_seq	0	0.700952	0	418978c4dfc3adcb
3	bal	8	16	100000	rs_rayon	2	0.528442	0	418978c4dfc3adcb
3	bal	8	16	100000	rs_rayon	4	1.028066	0	418978c4dfc3adcb
3	bal	8	16	100000	rs_rayon	8	1.298061	0	418978c4dfc3adcb
3	bal	8	16	100000	rs_cut	2	0.490005	0	418978c4dfc3adcb
3	bal	8	16	100000	rs_cut	4	0.733873	0	418978c4dfc3adcb
3	bal	8	16	100000	rs_cut	8	1.059775	0	418978c4dfc3adcb
3	bal	8	64	32000	wf_seq	0	0.644168	0	41b7bde1c5b8515c
3	bal	8	64	32000	wf_par	1	0.585610	0	41b7bde1c5b8515c
3	bal	8	64	32000	wf_par	2	0.495495	0	41b7bde1c5b8515c
3	bal	8	64	32000	wf_par	4	0.851450	0	41b7bde1c5b8515c
3	bal	8	64	32000	wf_par	8	1.925011	0	41b7bde1c5b8515c
3	bal	8	64	32000	rs_seq	0	0.597663	0	41b7bde1c5b8515c
3	bal	8	64	32000	rs_rayon	2	0.361672	0	41b7bde1c5b8515c
3	bal	8	64	32000	rs_rayon	4	0.455942	0	41b7bde1c5b8515c
3	bal	8	64	32000	rs_rayon	8	0.559728	0	41b7bde1c5b8515c
3	bal	8	64	32000	rs_cut	2	0.415809	0	41b7bde1c5b8515c
3	bal	8	64	32000	rs_cut	4	0.416245	0	41b7bde1c5b8515c
3	bal	8	64	32000	rs_cut	8	0.393789	0	41b7bde1c5b8515c
3	bal	8	192	11500	wf_seq	0	0.754800	0	41d434bad9dda9b2
3	bal	8	192	11500	wf_par	1	0.683306	0	41d434bad9dda9b2
3	bal	8	192	11500	wf_par	2	0.421204	0	41d434bad9dda9b2
3	bal	8	192	11500	wf_par	4	0.628774	0	41d434bad9dda9b2
3	bal	8	192	11500	wf_par	8	0.907956	0	41d434bad9dda9b2
3	bal	8	192	11500	rs_seq	0	0.728373	0	41d434bad9dda9b2
3	bal	8	192	11500	rs_rayon	2	0.384824	0	41d434bad9dda9b2
3	bal	8	192	11500	rs_rayon	4	0.338001	0	41d434bad9dda9b2
3	bal	8	192	11500	rs_rayon	8	0.303368	0	41d434bad9dda9b2
3	bal	8	192	11500	rs_cut	2	0.441999	0	41d434bad9dda9b2
3	bal	8	192	11500	rs_cut	4	0.337715	0	41d434bad9dda9b2
3	bal	8	192	11500	rs_cut	8	0.440194	0	41d434bad9dda9b2
3	bal	10	16	25000	wf_seq	0	0.759717	0	41a97eb56fcb8a7e
3	bal	10	16	25000	wf_par	1	0.670031	0	41a97eb56fcb8a7e
3	bal	10	16	25000	wf_par	2	0.839858	0	41a97eb56fcb8a7e
3	bal	10	16	25000	wf_par	4	1.689336	0	41a97eb56fcb8a7e
3	bal	10	16	25000	wf_par	8	3.103829	0	41a97eb56fcb8a7e
3	bal	10	16	25000	rs_seq	0	0.789331	0	41a97eb56fcb8a7e
3	bal	10	16	25000	rs_rayon	2	0.519225	0	41a97eb56fcb8a7e
3	bal	10	16	25000	rs_rayon	4	0.551547	0	41a97eb56fcb8a7e
3	bal	10	16	25000	rs_rayon	8	0.610607	0	41a97eb56fcb8a7e
3	bal	10	16	25000	rs_cut	2	0.454279	0	41a97eb56fcb8a7e
3	bal	10	16	25000	rs_cut	4	0.416707	0	41a97eb56fcb8a7e
3	bal	10	16	25000	rs_cut	8	0.437590	0	41a97eb56fcb8a7e
3	bal	10	64	8000	wf_seq	0	0.667457	0	41d7c539f8109d29
3	bal	10	64	8000	wf_par	1	0.594304	0	41d7c539f8109d29
3	bal	10	64	8000	wf_par	2	0.359421	0	41d7c539f8109d29
3	bal	10	64	8000	wf_par	4	0.545585	0	41d7c539f8109d29
3	bal	10	64	8000	wf_par	8	0.947325	0	41d7c539f8109d29
3	bal	10	64	8000	rs_seq	0	0.620543	0	41d7c539f8109d29
3	bal	10	64	8000	rs_rayon	2	0.349030	0	41d7c539f8109d29
3	bal	10	64	8000	rs_rayon	4	0.295661	0	41d7c539f8109d29
3	bal	10	64	8000	rs_rayon	8	0.291997	0	41d7c539f8109d29
3	bal	10	64	8000	rs_cut	2	0.370138	0	41d7c539f8109d29
3	bal	10	64	8000	rs_cut	4	0.275509	0	41d7c539f8109d29
3	bal	10	64	8000	rs_cut	8	0.223555	0	41d7c539f8109d29
3	bal	10	192	2850	wf_seq	0	0.769101	0	41f43bcaafe3d6ba
3	bal	10	192	2850	wf_par	1	0.696618	0	41f43bcaafe3d6ba
3	bal	10	192	2850	wf_par	2	0.375577	0	41f43bcaafe3d6ba
3	bal	10	192	2850	wf_par	4	0.439627	0	41f43bcaafe3d6ba
3	bal	10	192	2850	wf_par	8	0.518286	0	41f43bcaafe3d6ba
3	bal	10	192	2850	rs_seq	0	0.733653	0	41f43bcaafe3d6ba
3	bal	10	192	2850	rs_rayon	2	0.409015	0	41f43bcaafe3d6ba
3	bal	10	192	2850	rs_rayon	4	0.317774	0	41f43bcaafe3d6ba
3	bal	10	192	2850	rs_rayon	8	0.219754	0	41f43bcaafe3d6ba
3	bal	10	192	2850	rs_cut	2	0.443827	0	41f43bcaafe3d6ba
3	bal	10	192	2850	rs_cut	4	0.274831	0	41f43bcaafe3d6ba
3	bal	10	192	2850	rs_cut	8	0.203762	0	41f43bcaafe3d6ba
3	bal	12	16	6300	wf_seq	0	0.758796	0	41c980c678512691
3	bal	12	16	6300	wf_par	1	0.670873	0	41c980c678512691
3	bal	12	16	6300	wf_par	2	0.745254	0	41c980c678512691
3	bal	12	16	6300	wf_par	4	1.267040	0	41c980c678512691
3	bal	12	16	6300	wf_par	8	1.999105	0	41c980c678512691
