runtime	kernel	workers	k	n	tile	seed	pass	calls	core_mean_ns	core_min_ns	core_max_ns	cycle_mean_ns	cycle_min_ns	cycle_max_ns
shared	wf	4	15	262144	4096	140335	0	4	1287132.000	1046847	1808951	4713114.000	3115004	6320062
weak	wf	0	15	262144	65536	140335	0	4	1525098.750	1506291	1552990	2558175.750	2502834	2597594
recovered	wf	0	15	262144	65536	140335	0	4	1522302.250	1503737	1539000	2609812.500	2576203	2659807
recovered	wf	2	15	262144	65536	140335	0	4	1557785.000	1482345	1696214	2738974.750	2575031	2882048
recovered	wf	4	15	262144	65536	140335	0	4	1450530.500	1411780	1480522	3127700.500	2559889	3377334
shared	wf	0	15	262144	65536	140335	0	4	2251812.250	1617697	2894606	3620145.250	2742159	4739831
shared	wf	2	15	262144	65536	140335	0	4	1407819.250	1323659	1439942	3066982.750	2904090	3245819
shared	wf	4	15	262144	65536	140335	0	4	1409411.500	1347594	1456237	3419161.250	2934155	4398042
weak	direct	0	15	262144	65536	140335	0	4	1690154.250	1476556	2264729	1837233.250	1598758	2448823
weak	lanes4	0	15	262144	65536	140335	0	4	757076.250	740652	767501	905484.250	887661	934279
weak	lanes8	0	15	262144	65536	140335	0	4	419336.000	367957	484380	561861.000	492413	629837
weak	lanes16	0	15	262144	65536	140335	0	4	291228.250	279105	305415	415976.250	397642	435999
weak	wf	0	15	262144	257	140335	0	4	1625410.250	1599099	1657025	4575171.000	4338775	4703677
recovered	wf	0	15	262144	257	140335	0	4	1694250.750	1607602	1806818	4415448.500	4319416	4509989
shared	wf	4	15	262144	4096	140335	1	4	1092474.000	1016532	1165479	3655449.250	3028396	4574204
shared	wf	2	15	262144	4096	140335	1	4	1527035.250	1496215	1579690	3758112.000	3395341	4464862
shared	wf	0	15	262144	4096	140335	1	4	1752447.000	1517307	2401813	3580939.500	3338126	4240388
recovered	wf	4	15	262144	4096	140335	1	4	1007976.750	1005706	1009802	4486759.500	4342449	4601025
recovered	wf	2	15	262144	4096	140335	1	4	1510051.250	1495815	1539580	3442576.000	3418365	3465555
recovered	wf	0	15	262144	4096	140335	1	4	1555031.000	1512651	1615734	3436860.250	3346909	3484905
weak	wf	0	15	262144	4096	140335	1	4	1553493.750	1504989	1610436	3512265.250	3418376	3637481
shared	wf	4	15	262144	257	140335	1	4	1238055.500	1116616	1370614	4879239.750	4531306	5285042
shared	wf	2	15	262144	257	140335	1	4	1719819.500	1603004	1806918	5118488.250	4676032	5750685
shared	wf	0	15	262144	257	140335	1	4	1721859.000	1592509	2096799	4853352.750	4402219	5255589
recovered	wf	4	15	262144	257	140335	1	4	1133768.750	1061068	1271701	6204502.500	5988418	6398619
recovered	wf	2	15	262144	257	140335	1	4	1341583.000	1166245	1616424	5420161.000	4374829	6599217
recovered	wf	0	15	262144	257	140335	1	4	1676354.000	1613050	1845405	4525397.250	4385163	4810947
weak	wf	0	15	262144	257	140335	1	4	1673649.750	1598067	1858505	4522075.000	4416260	4639062
weak	lanes16	0	15	262144	65536	140335	1	4	287540.250	275680	298905	424286.000	396640	477881
weak	lanes8	0	15	262144	65536	140335	1	4	465404.750	370642	517499	606740.250	492623	673762
weak	lanes4	0	15	262144	65536	140335	1	4	523166.000	508617	538802	661018.500	628535	677458
weak	direct	0	15	262144	65536	140335	1	4	1494969.250	1487954	1500031	1628823.500	1611638	1644647
shared	wf	4	15	262144	65536	140335	1	4	1516966.500	1436016	1732437	3508061.250	3233650	4309701
shared	wf	2	15	262144	65536	140335	1	4	1528660.000	1432230	1767579	3469918.000	3015436	4158802
shared	wf	0	15	262144	65536	140335	1	4	2796342.250	2615661	2900495	4463147.000	4200799	4722846
recovered	wf	4	15	262144	65536	140335	1	4	1570381.000	1451830	1758757	3363431.250	3195194	3557312
recovered	wf	2	15	262144	65536	140335	1	4	1659608.750	1625528	1750283	3005190.500	2695620	3566656
recovered	wf	0	15	262144	65536	140335	1	4	1578593.500	1496917	1761371	2676807.250	2531396	2995116
weak	wf	0	15	262144	65536	140335	1	4	1514290.250	1502155	1526120	2591923.250	2528141	2691404
shared	wf	0	15	262144	257	140335	2	4	2915116.750	2044862	3419146	7830584.500	4985708	9207718
shared	wf	2	15	262144	257	140335	2	4	1921890.250	1675863	2523795	5268258.750	4790291	5828491
shared	wf	4	15	262144	257	140335	2	4	1322405.750	1133456	1666223	6093968.000	5329173	7059712
weak	wf	0	15	262144	4096	140335	2	4	1544257.250	1508734	1604327	3482603.250	3398225	3597792
recovered	wf	0	15	262144	4096	140335	2	4	1633815.750	1510898	1819317	3669784.250	3469311	4046179
recovered	wf	2	15	262144	4096	140335	2	4	1505239.250	1486872	1533271	3441562.250	3417975	3482390
recovered	wf	4	15	262144	4096	140335	2	4	1023374.750	1011545	1052475	3022739.000	2947084	3137057
shared	wf	0	15	262144	4096	140335	2	4	1575528.750	1527092	1665547	3433245.000	3321061	3571613
shared	wf	2	15	262144	4096	140335	2	4	1513720.500	1480787	1570391	3767906.500	3370384	4760318
shared	wf	4	15	262144	4096	140335	2	4	1073788.750	1006968	1185338	3786411.500	2999473	4301023
weak	wf	0	15	262144	65536	140335	2	4	2037000.000	1510086	2875267	3309693.750	2606648	4736727
recovered	wf	0	15	262144	65536	140335	2	4	1518371.500	1504899	1546421	2643966.000	2632807	2659356
recovered	wf	2	15	262144	65536	140335	2	4	1652207.750	1618407	1730664	2792989.750	2732735	2849328
recovered	wf	4	15	262144	65536	140335	2	4	1468514.750	1375626	1579320	3335860.000	3144788	3466407
shared	wf	0	15	262144	65536	140335	2	4	1620928.750	1507042	1889961	2547530.000	2418398	2851012
shared	wf	2	15	262144	65536	140335	2	4	1621843.500	1530441	1719628	3030782.250	2522497	3605188
shared	wf	4	15	262144	65536	140335	2	4	1242132.750	1162780	1438199	2330061.000	2055698	2715539
weak	direct	0	15	262144	65536	140335	2	4	1609521.750	1495524	1932465	1772449.500	1639179	2116258
weak	lanes4	0	15	262144	65536	140335	2	4	511193.250	501366	520975	646607.000	623357	655705
weak	lanes8	0	15	262144	65536	140335	2	4	375516.250	363571	387487	501916.500	480485	519122
weak	lanes16	0	15	262144	65536	140335	2	4	287950.750	277472	296912	409068.500	397221	415779
weak	wf	0	15	262144	257	140335	2	4	1672390.500	1596566	1819937	4500588.000	4430020	4576248
recovered	wf	0	15	262144	257	140335	2	4	1626712.500	1604607	1637356	4400799.500	4328530	4556859
recovered	wf	2	15	262144	257	140335	2	4	1609023.750	1598307	1615854	4528043.250	4462658	4584720
recovered	wf	4	15	262144	257	140335	2	4	1206430.000	1046747	1357670	6363766.750	5653490	6712736
shared	wf	0	15	262144	4096	140335	3	4	1609259.250	1546310	1782983	3695229.500	3420308	4212026
recovered	wf	4	15	262144	4096	140335	3	4	1056504.250	975932	1192454	4599832.750	4381688	4834232
recovered	wf	2	15	262144	4096	140335	3	4	1496361.250	1488004	1505419	3405791.500	3324215	3460428
recovered	wf	0	15	262144	4096	140335	3	4	1560656.750	1540942	1606860	3507785.750	3399617	3665493
weak	wf	0	15	262144	4096	140335	3	4	1587749.250	1513311	1700740	3558774.250	3444434	3671442
shared	wf	4	15	262144	257	140335	3	4	1241809.750	1147401	1305868	6410882.000	4423445	8087321
shared	wf	2	15	262144	257	140335	3	4	1680976.750	1158203	2444206	5784989.750	4520870	8039279
shared	wf	0	15	262144	257	140335	3	4	2327094.250	1610666	3061224	6340567.000	4262882	8589317
recovered	wf	4	15	262144	257	140335	3	4	1153383.500	1054269	1375837	4159102.000	4036885	4360657
recovered	wf	2	15	262144	257	140335	3	4	1599822.250	1584737	1614081	4488054.250	4407767	4540284
recovered	wf	0	15	262144	257	140335	3	4	1840663.250	1602915	2510005	4755273.750	4534636	5264932
weak	wf	0	15	262144	257	140335	3	4	1615237.500	1603265	1628482	4500595.250	4444121	4589287
weak	lanes16	0	15	262144	65536	140335	3	4	406687.500	395288	422208	530534.250	510419	554425
weak	lanes8	0	15	262144	65536	140335	3	4	370741.250	362619	390220	509855.750	481707	548756
weak	lanes4	0	15	262144	65536	140335	3	4	521194.750	509437	537329	650537.750	634083	664609
weak	direct	0	15	262144	65536	140335	3	4	1480374.750	1470668	1485820	1616136.500	1600982	1652007
shared	wf	4	15	262144	65536	140335	3	4	1644080.750	1444299	1859356	3771380.750	3073252	4526394
shared	wf	2	15	262144	65536	140335	3	4	1737250.750	1432671	1917713	3477514.500	2867045	4376611
shared	wf	0	15	262144	65536	140335	3	4	1525514.500	1509926	1546981	2466905.000	2417657	2518417
recovered	wf	4	15	262144	65536	140335	3	4	1354227.250	1229309	1452762	2519751.000	2401592	2595622
recovered	wf	2	15	262144	65536	140335	3	4	1528070.750	1429026	1757765	2686073.250	2601119	2914155
recovered	wf	0	15	262144	65536	140335	3	4	2075652.750	1616465	2407522	3458265.000	2910330	3975404
weak	wf	0	15	262144	65536	140335	3	4	2909057.500	2845603	3018510	4715492.000	4622737	4859819
shared	wf	4	15	262144	4096	140335	3	4	1205354.000	1023297	1549164	4454509.250	3988343	4708364
shared	wf	2	15	262144	4096	140335	3	4	1525550.750	1511829	1552409	3871986.500	3497062	4411523
shared	wf	4	15	262144	257	140335	4	4	1179302.000	906054	1306944	5805073.000	4417471	7618863
weak	wf	0	15	262144	4096	140335	4	4	1768733.500	1548984	1941608	3636877.750	3339318	3904027
recovered	wf	0	15	262144	4096	140335	4	4	1598067.250	1527482	1713129	3470928.750	3380339	3532776
recovered	wf	2	15	262144	4096	140335	4	4	1495294.500	1477408	1524978	3403894.000	3375872	3448721
recovered	wf	4	15	262144	4096	140335	4	4	1414474.500	1013578	2563534	3531007.750	3029237	4596618
shared	wf	0	15	262144	4096	140335	4	4	2894070.500	2818884	2944020	6433678.500	6230449	6656693
shared	wf	2	15	262144	4096	140335	4	4	1532208.250	1505099	1562750	3721650.250	3421916	4380988
shared	wf	4	15	262144	4096	140335	4	4	1104240.000	1023717	1297796	4584104.250	3860073	5950161
weak	wf	0	15	262144	65536	140335	4	4	1518917.000	1508905	1538799	2565977.250	2543714	2606968
recovered	wf	0	15	262144	65536	140335	4	4	2473307.000	1558188	2859794	4159274.500	2668920	4799740
recovered	wf	2	15	262144	65536	140335	4	4	1574034.000	1521944	1698336	2687219.750	2567830	2898141
recovered	wf	4	15	262144	65536	140335	4	4	1514881.250	1248367	1730815	2707160.000	2348064	2922287
shared	wf	0	15	262144	65536	140335	4	4	1594411.750	1529515	1665127	2557431.750	2465458	2631414
shared	wf	2	15	262144	65536	140335	4	4	1604122.500	1537707	1669133	2704136.750	2471497	3254401
shared	wf	4	15	262144	65536	140335	4	4	1318979.750	1143190	1700029	2287082.250	2069158	2705725
weak	direct	0	15	262144	65536	140335	4	4	1981550.250	1479822	2623653	2143300.750	1605639	2816129
weak	lanes4	0	15	262144	65536	140335	4	4	649718.750	580503	738679	791742.500	706871	887129
weak	lanes8	0	15	262144	65536	140335	4	4	522840.000	512412	535176	647813.500	632621	678419
weak	lanes16	0	15	262144	65536	140335	4	4	279368.000	276601	284894	410743.500	392604	447035
weak	wf	0	15	262144	257	140335	4	4	1638359.500	1600561	1674431	4511919.500	4480356	4541536
recovered	wf	0	15	262144	257	140335	4	4	1673732.500	1621212	1821820	4532074.500	4425243	4637709
recovered	wf	2	15	262144	257	140335	4	4	1611454.750	1604356	1621943	4461484.500	4355379	4544220
recovered	wf	4	15	262144	257	140335	4	4	1113236.000	1058485	1206154	4056614.500	3896466	4223663
shared	wf	0	15	262144	257	140335	4	4	1754465.000	1601833	2190568	5362722.750	4552472	7104529
shared	wf	2	15	262144	257	140335	4	4	1851982.500	1638357	2142718	5356063.000	4827632	5918845
recovered	wf	4	64	33	257	148254	0	256	1347.078	1341	1402	1644.004	1632	1792
shared	wf	0	64	33	257	148254	0	256	1421.840	1342	19819	1683.207	1582	20170
shared	wf	2	64	33	257	148254	0	256	1728.941	1342	98437	1970.160	1582	98817
shared	wf	4	64	33	257	148254	0	256	1594.273	1342	6399	1936.906	1582	6750
weak	wf	0	64	33	4096	148254	0	256	1347.156	1342	1372	1656.082	1652	1822
recovered	wf	0	64	33	4096	148254	0	256	1459.094	1342	1853	1843.781	1632	4937
recovered	wf	2	64	33	4096	148254	0	256	1351.266	1341	1412	1648.742	1642	1813
recovered	wf	4	64	33	4096	148254	0	256	1413.188	1342	15704	1720.613	1642	16144
shared	wf	0	64	33	4096	148254	0	256	1535.863	1352	16154	1847.488	1592	16595
shared	wf	2	64	33	4096	148254	0	256	1494.965	1342	16294	1784.914	1582	16695
shared	wf	4	64	33	4096	148254	0	256	1351.418	1342	1372	1593.359	1582	1732
weak	wf	0	64	33	65536	148254	0	256	1412.617	1342	17456	1723.816	1642	18017
recovered	wf	0	64	33	65536	148254	0	256	1612.297	1342	17626	2040.195	1642	18116
recovered	wf	2	64	33	65536	148254	0	256	1347.234	1342	1382	1641.055	1632	1812
recovered	wf	4	64	33	65536	148254	0	256	1426.688	1342	3625	1760.809	1632	4267
shared	wf	0	64	33	65536	148254	0	256	1578.941	1482	1772	1960.688	1753	2223
shared	wf	2	64	33	65536	148254	0	256	1370.793	1342	6840	1614.156	1582	7121
shared	wf	4	64	33	65536	148254	0	256	1495.445	1342	1743	1831.750	1582	4848
weak	direct	0	64	33	65536	148254	0	256	1415.418	1332	18287	1515.453	1422	18558
weak	lanes4	0	64	33	65536	148254	0	256	466.473	450	491	592.398	561	691
weak	lanes8	0	64	33	65536	148254	0	256	362.117	280	14121	465.621	361	14281
weak	lanes16	0	64	33	65536	148254	0	256	227.531	220	251	315.711	310	401
weak	wf	0	64	33	257	148254	0	256	1347.309	1341	1502	1657.828	1652	1883
recovered	wf	0	64	33	257	148254	0	256	1559.188	1342	16134	1965.516	1642	16655
recovered	wf	2	64	33	257	148254	0	256	1352.352	1342	1452	1649.172	1642	1853
shared	wf	2	64	33	4096	148254	1	256	1681.289	1462	6109	2103.215	1753	17917
shared	wf	0	64	33	4096	148254	1	256	1461.695	1342	4626	1770.863	1592	5027
recovered	wf	4	64	33	4096	148254	1	256	1342.777	1332	1372	1639.785	1632	1762
recovered	wf	2	64	33	4096	148254	1	256	1367.738	1342	4617	1672.973	1642	5138
recovered	wf	0	64	33	4096	148254	1	256	1349.582	1341	1713	1708.891	1632	17596
weak	wf	0	64	33	4096	148254	1	256	1418.668	1341	19158	1729.758	1642	19630
shared	wf	4	64	33	257	148254	1	256	1534.055	1342	4607	1966.289	1582	23034
shared	wf	2	64	33	257	148254	1	256	1541.352	1482	1893	1898.129	1773	2194
shared	wf	0	64	33	257	148254	1	256	1723.184	1463	22404	2114.617	1763	22844
recovered	wf	4	64	33	257	148254	1	256	1370.711	1342	1413	1669.438	1633	1833
recovered	wf	2	64	33	257	148254	1	256	1392.930	1342	3655	1728.184	1642	4767
recovered	wf	0	64	33	257	148254	1	256	1350.762	1342	1392	1647.848	1642	1812
weak	wf	0	64	33	257	148254	1	256	1350.328	1342	1563	1662.203	1652	2124
weak	lanes16	0	64	33	65536	148254	1	256	229.199	220	250	319.648	310	400
weak	lanes8	0	64	33	65536	148254	1	256	335.000	311	361	459.504	421	551
weak	lanes4	0	64	33	65536	148254	1	256	469.871	450	531	594.934	550	681
weak	direct	0	64	33	65536	148254	1	256	1340.301	1331	1432	1428.141	1422	1582
shared	wf	4	64	33	65536	148254	1	256	1350.523	1342	1372	1592.695	1582	1752
shared	wf	2	64	33	65536	148254	1	256	1350.289	1342	1392	1591.820	1582	1763
shared	wf	0	64	33	65536	148254	1	256	1349.285	1342	1392	1591.508	1582	1762
recovered	wf	4	64	33	65536	148254	1	256	1348.180	1342	1422	1645.434	1632	1873
recovered	wf	2	64	33	65536	148254	1	256	1575.629	1482	3776	2035.418	1863	5418
recovered	wf	0	64	33	65536	148254	1	256	1540.758	1342	5368	2079.094	1632	34371
weak	wf	0	64	33	65536	148254	1	256	1423.832	1342	20891	1733.250	1643	21231
shared	wf	4	64	33	4096	148254	1	256	1682.254	1472	27080	2061.672	1753	27611
shared	wf	2	64	33	257	148254	2	256	1443.855	1342	1963	1870.117	1582	30756
shared	wf	4	64	33	257	148254	2	256	1352.531	1342	1783	1596.363	1582	2324
weak	wf	0	64	33	4096	148254	2	256	1392.551	1342	5709	1747.113	1652	6029
recovered	wf	0	64	33	4096	148254	2	256	1363.855	1341	1582	1673.031	1632	2153
recovered	wf	2	64	33	4096	148254	2	256	1345.359	1342	1382	1642.422	1632	1773
recovered	wf	4	64	33	4096	148254	2	256	1434.832	1342	22854	1732.641	1632	23285
shared	wf	0	64	33	4096	148254	2	256	1367.590	1342	3555	1697.496	1582	24677
shared	wf	2	64	33	4096	148254	2	256	1446.422	1342	21572	1694.559	1592	21912
shared	wf	4	64	33	4096	148254	2	256	1655.953	1472	6820	2051.348	1782	7622
weak	wf	0	64	33	65536	148254	2	256	1349.938	1342	1392	1659.219	1652	1833
recovered	wf	0	64	33	65536	148254	2	256	1649.434	1492	16815	2081.953	1912	17345
recovered	wf	2	64	33	65536	148254	2	256	1344.820	1342	1372	1642.961	1632	1783
recovered	wf	4	64	33	65536	148254	2	256	1345.164	1341	1472	1641.793	1632	1812
shared	wf	0	64	33	65536	148254	2	256	1351.480	1342	1423	1594.879	1582	1803
shared	wf	2	64	33	65536	148254	2	256	1353.883	1342	1372	1595.270	1582	1752
shared	wf	4	64	33	65536	148254	2	256	1424.148	1342	15283	1670.926	1582	15804
weak	direct	0	64	33	65536	148254	2	256	1339.578	1332	1422	1430.293	1422	1503
weak	lanes4	0	64	33	65536	148254	2	256	412.996	410	421	498.234	490	581
weak	lanes8	0	64	33	65536	148254	2	256	289.301	280	351	371.926	370	481
weak	lanes16	0	64	33	65536	148254	2	256	246.621	220	2143	418.012	300	19509
weak	wf	0	64	33	257	148254	2	256	1356.516	1352	1583	1664.969	1652	2123
recovered	wf	0	64	33	257	148254	2	256	1343.836	1341	1382	1638.492	1632	1773
recovered	wf	2	64	33	257	148254	2	256	1344.234	1342	1372	1639.699	1632	1812
recovered	wf	4	64	33	257	148254	2	256	1431.641	1342	18428	1733.918	1632	18898
shared	wf	0	64	33	257	148254	2	256	1670.988	1342	62082	1961.332	1582	62353
recovered	wf	4	64	33	4096	148254	3	256	1343.449	1342	1372	1639.047	1632	1792
recovered	wf	2	64	33	4096	148254	3	256	1421.352	1341	4246	1763.004	1632	4947
recovered	wf	0	64	33	4096	148254	3	256	1578.789	1342	20200	2022.539	1632	20701
weak	wf	0	64	33	4096	148254	3	256	1402.449	1342	12970	1716.773	1652	13410
shared	wf	4	64	33	257	148254	3	256	1352.402	1342	1382	1595.195	1582	1743
shared	wf	2	64	33	257	148254	3	256	1349.695	1342	1362	1594.078	1582	1712
shared	wf	0	64	33	257	148254	3	256	1570.605	1492	9053	1937.164	1823	9475
recovered	wf	4	64	33	257	148254	3	256	1407.762	1342	16454	1705.379	1632	16895
recovered	wf	2	64	33	257	148254	3	256	1343.684	1341	1382	1637.512	1632	1793
recovered	wf	0	64	33	257	148254	3	256	1344.770	1341	1382	1639.441	1632	1773
weak	wf	0	64	33	257	148254	3	256	1551.250	1502	1772	2028.875	1923	2493
weak	lanes16	0	64	33	65536	148254	3	256	224.559	220	250	313.711	310	391
weak	lanes8	0	64	33	65536	148254	3	256	293.773	280	681	394.293	370	2544
weak	lanes4	0	64	33	65536	148254	3	256	417.730	410	430	506.500	490	571
weak	direct	0	64	33	65536	148254	3	256	1341.758	1332	1542	1431.082	1413	1713
shared	wf	4	64	33	65536	148254	3	256	1621.918	1362	17536	1964.523	1602	17967
shared	wf	2	64	33	65536	148254	3	256	1362.852	1341	4667	1606.938	1582	4937
shared	wf	0	64	33	65536	148254	3	256	1350.910	1341	1382	1592.680	1582	1783
recovered	wf	4	64	33	65536	148254	3	256	1345.402	1341	1372	1641.211	1632	1772
recovered	wf	2	64	33	65536	148254	3	256	1347.242	1341	1432	1655.543	1652	1803
recovered	wf	0	64	33	65536	148254	3	256	1345.359	1341	1382	1742.691	1632	27682
weak	wf	0	64	33	65536	148254	3	256	1348.375	1342	1472	1657.625	1652	1783
shared	wf	4	64	33	4096	148254	3	256	1572.848	1482	1792	1952.156	1773	2183
shared	wf	2	64	33	4096	148254	3	256	1351.039	1341	1382	1620.281	1592	6780
shared	wf	0	64	33	4096	148254	3	256	1427.746	1342	4016	1722.820	1582	4646
weak	wf	0	64	33	4096	148254	4	256	1351.777	1342	1402	1655.129	1652	1823
recovered	wf	0	64	33	4096	148254	4	256	1407.246	1342	3856	1836.086	1632	21692
recovered	wf	2	64	33	4096	148254	4	256	1541.594	1341	18528	1927.492	1632	19028
recovered	wf	4	64	33	4096	148254	4	256	1502.480	1342	4156	1914.531	1632	5048
shared	wf	0	64	33	4096	148254	4	256	1523.484	1342	15083	1839.547	1582	15493
shared	wf	2	64	33	4096	148254	4	256	1352.871	1342	1552	1738.207	1582	37947
shared	wf	4	64	33	4096	148254	4	256	1349.941	1342	1372	1591.586	1582	1733
weak	wf	0	64	33	65536	148254	4	256	1542.188	1493	1602	2018.844	1953	2343
recovered	wf	0	64	33	65536	148254	4	256	1496.637	1342	3645	5743.305	1632	987910
recovered	wf	2	64	33	65536	148254	4	256	1547.223	1342	19038	1956.090	1632	19509
recovered	wf	4	64	33	65536	148254	4	256	1485.492	1342	3665	1933.195	1632	15223
shared	wf	0	64	33	65536	148254	4	256	1534.258	1472	1683	1880.688	1752	2113
shared	wf	2	64	33	65536	148254	4	256	1397.352	1342	3626	1663.230	1582	4106
shared	wf	4	64	33	65536	148254	4	256	1352.984	1342	1372	1595.328	1592	1732
weak	direct	0	64	33	65536	148254	4	256	1429.566	1332	5418	1528.324	1412	5508
weak	lanes4	0	64	33	65536	148254	4	256	408.469	400	421	494.297	490	560
weak	lanes8	0	64	33	65536	148254	4	256	287.109	280	310	371.957	360	450
weak	lanes16	0	64	33	65536	148254	4	256	227.883	220	250	312.801	300	391
weak	wf	0	64	33	257	148254	4	256	1367.434	1342	3756	1690.547	1652	4306
recovered	wf	0	64	33	257	148254	4	256	1346.066	1342	1382	1642.793	1632	1782
recovered	wf	2	64	33	257	148254	4	256	1347.133	1341	1382	1641.328	1632	1793
recovered	wf	4	64	33	257	148254	4	256	1346.188	1341	1382	1641.641	1632	1803
shared	wf	0	64	33	257	148254	4	256	1350.461	1342	1362	1593.180	1582	1722
shared	wf	2	64	33	257	148254	4	256	1538.707	1472	1762	1897.848	1792	2484
shared	wf	4	64	33	257	148254	4	256	1492.145	1342	3996	1822.914	1582	4386
shared	wf	0	64	4097	257	156173	0	30	177130.167	162172	208951	207778.133	183833	251414
shared	wf	2	64	4097	257	156173	0	30	133790.867	112798	184344	171480.667	153368	220317
shared	wf	4	64	4097	257	156173	0	30	118693.967	110454	153859	160317.167	147710	193528
weak	wf	0	64	4097	4096	156173	0	30	166355.433	160458	222491	179253.567	172367	234789
recovered	wf	0	64	4097	4096	156173	0	30	169356.333	160599	207449	186367.900	175381	231565
recovered	wf	2	64	4097	4096	156173	0	30	110781.500	108271	128621	133956.967	131445	151926
recovered	wf	4	64	4097	4096	156173	0	30	113718.833	111135	135702	141434.333	134460	252886
shared	wf	0	64	4097	4096	156173	0	30	171407.400	160889	222110	184604.367	172036	233488
shared	wf	2	64	4097	4096	156173	0	30	149405.067	111886	225195	167444.967	129743	242480
shared	wf	4	64	4097	4096	156173	0	30	144350.400	110605	278144	165759.000	128421	291503
weak	wf	0	64	4097	65536	156173	0	30	168622.833	160499	202662	180406.033	170203	226847
recovered	wf	0	64	4097	65536	156173	0	30	166831.133	160549	193528	181410.233	173027	209362
recovered	wf	2	64	4097	65536	156173	0	30	192992.500	166878	250172	213000.000	185265	270202
recovered	wf	4	64	4097	65536	156173	0	30	169704.700	160539	206717	186683.000	173098	228349
shared	wf	0	64	4097	65536	156173	0	30	167407.733	160909	198785	177112.067	169081	214579
shared	wf	2	64	4097	65536	156173	0	30	193682.733	172246	299295	208642.400	184054	314257
shared	wf	4	64	4097	65536	156173	0	30	183132.600	161710	271884	196693.767	170273	287778
weak	direct	0	64	4097	65536	156173	0	30	171629.233	159737	203663	173827.967	161451	209651
weak	lanes4	0	64	4097	65536	156173	0	30	60556.733	42013	439247	62761.567	43725	441631
weak	lanes8	0	64	4097	65536	156173	0	30	26635.033	25749	43995	28375.233	27451	46069
weak	lanes16	0	64	4097	65536	156173	0	30	19509.667	17786	44305	21532.667	19469	46079
weak	wf	0	64	4097	257	156173	0	30	164576.800	161971	180599	189402.467	184675	216061
recovered	wf	0	64	4097	257	156173	0	30	176834.767	162272	372865	205804.133	186767	418803
recovered	wf	2	64	4097	257	156173	0	30	114240.533	109683	185657	157766.000	150454	227108
recovered	wf	4	64	4097	257	156173	0	30	75529.033	72558	101241	128820.267	119238	229511
shared	wf	0	64	4097	4096	156173	1	30	170105.767	160890	254548	182409.667	172016	265935
recovered	wf	4	64	4097	4096	156173	1	30	115706.167	84756	242722	137040.167	102262	267588
recovered	wf	2	64	4097	4096	156173	1	30	115766.233	112547	164074	139577.967	135662	187549
recovered	wf	0	64	4097	4096	156173	1	30	164220.733	160599	185396	179568.300	175291	210163
weak	wf	0	64	4097	4096	156173	1	30	169217.767	160429	203423	185311.333	172306	226297
shared	wf	4	64	4097	257	156173	1	30	86885.800	75747	142887	133162.300	117659	187294
shared	wf	2	64	4097	257	156173	1	30	131212.400	111793	185280	173523.400	152343	231910
shared	wf	0	64	4097	257	156173	1	30	193298.667	186347	222390	236409.700	225876	264704
recovered	wf	4	64	4097	257	156173	1	30	84311.700	71526	201951	131213.567	115863	249261
recovered	wf	2	64	4097	257	156173	1	30	111305.300	109663	123454	153841.100	150443	167879
recovered	wf	0	64	4097	257	156173	1	30	187806.700	162331	247178	225792.267	186738	304814
weak	wf	0	64	4097	257	156173	1	30	169112.933	162061	205555	194035.367	184795	246807
weak	lanes16	0	64	4097	65536	156173	1	30	18588.400	17596	26139	21247.933	19278	47681
weak	lanes8	0	64	4097	65536	156173	1	30	25443.500	25348	25598	27298.000	27040	31567
weak	lanes4	0	64	4097	65536	156173	1	30	47758.033	41922	69794	50045.367	43615	71606
weak	direct	0	64	4097	65536	156173	1	30	164442.067	159687	219186	166445.267	161430	220949
shared	wf	4	64	4097	65536	156173	1	30	168539.667	160889	219396	178150.733	169052	227648
shared	wf	2	64	4097	65536	156173	1	30	188874.967	160959	235410	205782.167	171665	272075
shared	wf	0	64	4097	65536	156173	1	30	169160.500	161610	198626	178895.567	169793	212857
recovered	wf	4	64	4097	65536	156173	1	30	171503.333	160569	205536	187788.100	173098	224114
recovered	wf	2	64	4097	65536	156173	1	30	165578.933	161410	201961	178728.167	173898	214800
recovered	wf	0	64	4097	65536	156173	1	30	167618.733	160529	184535	182182.067	173048	217663
weak	wf	0	64	4097	65536	156173	1	30	168403.600	160479	196482	180588.700	170173	208821
shared	wf	4	64	4097	4096	156173	1	30	107845.833	94922	144114	133762.233	119758	221068
shared	wf	2	64	4097	4096	156173	1	30	102941.167	93509	131626	125532.100	111626	186308
shared	wf	4	64	4097	257	156173	2	30	85026.467	75497	160929	132421.700	116969	205396
weak	wf	0	64	4097	4096	156173	2	30	184017.100	160499	215481	205811.867	173077	240127
recovered	wf	0	64	4097	4096	156173	2	30	167565.567	160639	207078	185180.633	175310	228560
recovered	wf	2	64	4097	4096	156173	2	30	113430.133	108141	200789	137105.633	131415	224253
recovered	wf	4	64	4097	4096	156173	2	30	114543.033	97285	259026	141031.833	121531	274058
shared	wf	0	64	4097	4096	156173	2	30	170620.767	160870	277753	182595.867	172036	289220
shared	wf	2	64	4097	4096	156173	2	30	104705.133	95271	182742	127119.400	113399	206258
shared	wf	4	64	4097	4096	156173	2	30	150761.367	109443	290236	217705.900	131535	513313
weak	wf	0	64	4097	65536	156173	2	30	195358.567	163423	305414	229753.767	174580	374728
