target	suite	case	workers	variant/research	pairs	wall_median	wall_min	wall_max	cpu_median	rss_median	switches_delta_median
mac-x64	mandelbrot	5-65536	1	replica	5	0.9957	0.9004	1.0482	0.9943	1.0000	-1
mac-x64	mandelbrot	6-4096	1	old	5	1.0063	0.8375	1.1417	1.0025	1.0000	-1
mac-x64	mandelbrot	6-4096	1	research-off	5	0.9954	0.8075	1.0309	0.9933	1.0000	0
mac-x64	mandelbrot	6-4096	1	replica	5	0.9617	0.8374	0.9961	0.9840	1.0000	-1
mac-x64	mandelbrot	6-65536	1	old	5	1.0053	0.9685	1.5499	1.0016	1.0000	14
mac-x64	mandelbrot	6-65536	1	research-off	5	1.0198	0.9862	1.2805	0.9955	1.0000	5
mac-x64	mandelbrot	6-65536	1	replica	5	0.9940	0.9703	1.3764	0.9946	1.0000	0
mac-x64	fir	4096-16	2	old	5	0.9463	0.8667	1.0737	0.9370	0.9746	-17
mac-x64	fir	4096-16	2	research-off	5	0.9776	0.9685	1.1413	0.9632	0.9958	-21
mac-x64	fir	4096-16	2	replica	5	0.9818	0.9499	1.8466	0.9875	1.0000	-12
mac-x64	fir	4096-64	2	old	5	0.9424	0.7644	1.1845	0.9361	0.9735	-5
mac-x64	fir	4096-64	2	research-off	5	1.0066	0.9337	1.0995	0.9271	1.0265	0
mac-x64	fir	4096-64	2	replica	5	1.0276	0.9820	1.2105	1.0303	0.9956	1
mac-x64	fir	4096-1024	2	old	5	0.9739	0.9399	1.1981	0.9859	0.9818	-1
mac-x64	fir	4096-1024	2	research-off	5	0.9663	0.7951	2.3208	1.0018	0.9909	4
mac-x64	fir	4096-1024	2	replica	5	1.0327	0.9340	1.1909	1.0303	0.9954	1
mac-x64	fir	65536-16	2	old	5	0.7548	0.4445	0.9837	0.9390	0.9990	-23
mac-x64	fir	65536-16	2	research-off	5	0.9832	0.4701	1.2296	0.9823	0.9990	-6
mac-x64	fir	65536-16	2	replica	5	1.0084	0.5113	1.8109	1.0073	1.0000	3
mac-x64	fir	65536-64	2	old	5	0.9772	0.9156	1.4564	0.9689	0.9406	-7
mac-x64	fir	65536-64	2	research-off	5	0.9593	0.8572	1.1225	0.9851	0.9319	-4
mac-x64	fir	65536-64	2	replica	5	0.9666	0.7806	1.5482	0.9574	0.9285	-3
mac-x64	fir	65536-1024	2	old	5	0.9352	0.9169	1.0774	0.9605	1.0074	9
mac-x64	fir	65536-1024	2	research-off	5	0.9180	0.8660	1.7174	0.9407	1.1015	1
mac-x64	fir	65536-1024	2	replica	5	1.0179	0.9831	1.2821	1.0155	1.0170	1
mac-x64	mandelbrot	0-4096	2	old	5	0.9967	0.6994	1.1027	0.9999	1.0245	4
mac-x64	mandelbrot	0-4096	2	research-off	5	1.0100	0.6671	1.1206	1.0042	1.0000	0
mac-x64	mandelbrot	0-4096	2	replica	5	0.9900	0.8849	1.0187	0.9871	1.0000	0
mac-x64	mandelbrot	0-65536	2	old	5	0.9802	0.2310	1.0299	0.9100	1.0000	1
mac-x64	mandelbrot	0-65536	2	research-off	5	0.9936	0.2661	1.4005	0.9944	1.0000	-2
mac-x64	mandelbrot	0-65536	2	replica	5	0.9857	0.3272	1.1906	0.8968	1.0000	14
mac-x64	mandelbrot	1-4096	2	old	5	0.9620	0.1365	1.0163	0.9748	1.0000	-1
mac-x64	mandelbrot	1-4096	2	research-off	5	0.9834	0.1227	1.0007	0.9788	1.0000	0
mac-x64	mandelbrot	1-4096	2	replica	5	1.0216	0.1337	1.0745	1.0193	1.0000	0
mac-x64	mandelbrot	1-65536	2	old	5	0.9959	0.9256	1.7550	0.9940	1.0000	-12
mac-x64	mandelbrot	1-65536	2	research-off	5	0.9991	0.5590	1.2648	0.9916	1.0000	-24
mac-x64	mandelbrot	1-65536	2	replica	5	1.0472	0.5303	1.5988	0.9987	1.0000	7
mac-x64	mandelbrot	2-4096	2	old	5	1.0106	0.9931	1.1149	1.0109	1.0000	-1
mac-x64	mandelbrot	2-4096	2	research-off	5	0.9884	0.9005	1.0146	0.9919	1.0000	-1
mac-x64	mandelbrot	2-4096	2	replica	5	0.9903	0.9659	1.0471	0.9889	1.0000	-1
mac-x64	mandelbrot	2-65536	2	old	5	0.9959	0.6468	1.3149	1.0040	1.0000	2
mac-x64	mandelbrot	2-65536	2	research-off	5	1.0068	0.6127	1.1306	1.0276	1.0000	36
mac-x64	mandelbrot	2-65536	2	replica	5	0.9960	0.6648	1.1100	1.0103	1.0000	-3
mac-x64	mandelbrot	3-4096	2	old	5	0.9867	0.8973	1.0777	0.9857	1.0000	0
mac-x64	mandelbrot	3-4096	2	research-off	5	1.0293	0.9773	1.0435	1.0201	1.0000	0
mac-x64	mandelbrot	3-4096	2	replica	5	1.0001	0.9273	1.0861	0.9991	1.0000	0
mac-x64	mandelbrot	3-65536	2	old	5	1.0166	0.7161	1.1274	1.0272	1.0019	6
mac-x64	mandelbrot	3-65536	2	research-off	5	1.0182	0.6483	1.2487	0.9973	1.0000	9
mac-x64	mandelbrot	3-65536	2	replica	5	0.9318	0.6261	1.8884	1.0082	1.0000	17
mac-x64	mandelbrot	4-4096	2	old	5	1.0014	0.9776	1.4833	1.0017	1.0485	-1
mac-x64	mandelbrot	4-4096	2	research-off	5	1.0001	0.9951	1.0122	0.9978	1.0000	0
mac-x64	mandelbrot	4-4096	2	replica	5	0.9936	0.9799	1.0296	0.9926	1.0000	-1
mac-x64	mandelbrot	4-65536	2	old	5	0.9979	0.8215	1.0579	0.9983	1.0000	-30
mac-x64	mandelbrot	4-65536	2	research-off	5	0.9963	0.5862	1.3651	1.0031	1.0000	3
mac-x64	mandelbrot	4-65536	2	replica	5	1.0038	0.7408	1.2590	1.0041	1.0000	-11
mac-x64	mandelbrot	5-4096	2	old	5	0.9427	0.6524	1.8174	0.9304	1.0000	0
mac-x64	mandelbrot	5-4096	2	research-off	5	0.9430	0.6101	1.9111	0.9595	1.0000	0
mac-x64	mandelbrot	5-4096	2	replica	5	1.0187	0.6370	5.2438	1.0090	1.0000	0
mac-x64	mandelbrot	5-65536	2	old	5	0.9997	0.9361	1.9168	1.0000	1.0000	1
mac-x64	mandelbrot	5-65536	2	research-off	5	1.1383	0.8590	1.3454	1.0832	1.0000	1
mac-x64	mandelbrot	5-65536	2	replica	5	1.0041	0.9275	1.7838	1.0035	1.0000	2
mac-x64	mandelbrot	6-4096	2	old	5	0.9915	0.8733	1.0227	0.9958	1.0000	0
mac-x64	mandelbrot	6-4096	2	research-off	5	1.0018	0.9332	2.6734	1.0021	1.0000	0
mac-x64	mandelbrot	6-4096	2	replica	5	1.0001	0.9321	1.0364	1.0001	1.0000	0
mac-x64	mandelbrot	6-65536	2	old	5	0.9464	0.6800	3.3677	0.9961	1.0000	3
mac-x64	mandelbrot	6-65536	2	research-off	5	1.0003	0.8639	1.8358	0.9992	1.0000	10
mac-x64	mandelbrot	6-65536	2	replica	5	0.9811	0.8779	1.0474	1.0055	1.0037	13
mac-x64	fir	4096-16	4	old	5	1.0029	0.8957	1.0508	0.9784	1.0040	-6
mac-x64	fir	4096-16	4	research-off	5	0.9445	0.7188	1.0983	1.0621	1.0000	-26
mac-x64	fir	4096-16	4	replica	5	1.0286	0.9586	1.1134	1.0340	1.0000	35
mac-x64	fir	4096-64	4	old	5	0.9320	0.7629	1.0038	1.0876	1.0161	4
mac-x64	fir	4096-64	4	research-off	5	0.9794	0.8941	1.6271	0.9148	1.0126	-7
mac-x64	fir	4096-64	4	replica	5	1.0208	0.8375	1.9887	0.8221	1.0169	5
mac-x64	fir	4096-1024	4	old	5	1.1008	0.7213	1.1697	1.0054	1.0087	45
mac-x64	fir	4096-1024	4	research-off	5	0.9103	0.7611	1.1207	0.9474	1.0000	21
mac-x64	fir	4096-1024	4	replica	5	1.0249	0.7321	1.1537	1.0135	1.0000	16
mac-x64	fir	65536-16	4	old	5	1.0170	0.8885	1.3982	1.0531	1.0000	52
mac-x64	fir	65536-16	4	research-off	5	1.0621	0.9803	1.4324	0.9897	0.9990	-48
mac-x64	fir	65536-16	4	replica	5	1.0370	0.9001	1.2988	0.9941	0.9990	-78
mac-x64	fir	65536-64	4	old	5	0.9963	0.9577	1.6168	1.0258	1.0000	-34
mac-x64	fir	65536-64	4	research-off	5	0.9800	0.9509	2.3334	1.0809	1.0414	19
mac-x64	fir	65536-64	4	replica	5	1.0200	1.0058	1.9767	1.0538	1.0055	-11
mac-x64	fir	65536-1024	4	old	5	0.9785	0.8696	1.1110	0.9542	1.0124	-270
mac-x64	fir	65536-1024	4	research-off	5	0.8572	0.7908	0.9062	0.8620	0.9181	-418
mac-x64	fir	65536-1024	4	replica	5	0.9445	0.8769	0.9978	0.9842	0.9254	49
mac-x64	mandelbrot	0-4096	4	old	5	1.0044	0.9615	1.0114	1.0064	1.0000	0
mac-x64	mandelbrot	0-4096	4	research-off	5	1.0096	0.9522	1.0432	1.0099	1.0000	0
mac-x64	mandelbrot	0-4096	4	replica	5	0.9931	0.9765	1.0741	0.9927	1.0000	0
mac-x64	mandelbrot	0-65536	4	old	5	1.0703	0.8642	1.2846	1.0088	1.0000	-25
mac-x64	mandelbrot	0-65536	4	research-off	5	1.1315	0.8168	1.5727	1.0173	1.0000	-57
mac-x64	mandelbrot	0-65536	4	replica	5	1.0479	0.8508	1.3875	1.0013	1.0000	-48
mac-x64	mandelbrot	1-4096	4	old	5	1.0041	0.9216	1.4678	1.0078	1.0000	0
mac-x64	mandelbrot	1-4096	4	research-off	5	1.0050	0.9035	1.0841	1.0045	1.0000	0
mac-x64	mandelbrot	1-4096	4	replica	5	1.0039	0.9501	1.0410	1.0065	1.0000	0
mac-x64	mandelbrot	1-65536	4	old	5	0.9412	0.3491	1.6466	0.9938	1.0000	42
mac-x64	mandelbrot	1-65536	4	research-off	5	0.8622	0.3534	1.0780	0.9742	1.0000	74
mac-x64	mandelbrot	1-65536	4	replica	5	0.9138	0.4546	1.1645	0.9766	1.0000	-45
mac-x64	mandelbrot	2-4096	4	old	5	1.0023	0.6420	1.5747	0.9965	1.0000	0
mac-x64	mandelbrot	2-4096	4	research-off	5	1.0193	0.6507	1.0639	1.0242	1.0000	0
mac-x64	mandelbrot	2-4096	4	replica	5	0.9897	0.6372	1.0402	1.0039	1.0000	0
mac-x64	mandelbrot	2-65536	4	old	5	1.0049	0.8149	1.0241	1.0071	1.0000	42
mac-x64	mandelbrot	2-65536	4	research-off	5	1.1978	0.8374	2.6821	1.0705	1.0000	-18
mac-x64	mandelbrot	2-65536	4	replica	5	0.9911	0.6845	2.5917	0.9924	1.0000	-64
mac-x64	mandelbrot	3-4096	4	old	5	1.0091	0.9791	1.0427	1.0130	0.9702	-1
mac-x64	mandelbrot	3-4096	4	research-off	5	1.0071	0.9790	1.0173	1.0042	0.9821	0
mac-x64	mandelbrot	3-4096	4	replica	5	1.0244	0.9921	1.0406	1.0149	1.0000	1
mac-x64	mandelbrot	3-65536	4	old	5	1.0779	0.9745	1.8559	1.0094	1.0000	129
mac-x64	mandelbrot	3-65536	4	research-off	5	1.0020	0.9210	2.0559	1.0216	0.9982	37
mac-x64	mandelbrot	3-65536	4	replica	5	1.0128	0.9731	3.2079	1.0073	1.0000	33
mac-x64	mandelbrot	4-4096	4	old	5	1.0177	1.0053	1.0383	1.0124	1.0613	1
mac-x64	mandelbrot	4-4096	4	research-off	5	1.0102	0.8305	1.0571	1.0052	1.0613	4
mac-x64	mandelbrot	4-4096	4	replica	5	0.9996	0.8338	1.0076	1.0019	1.0000	0
mac-x64	mandelbrot	4-65536	4	old	5	0.7149	0.3455	1.3080	0.9488	1.0000	10
mac-x64	mandelbrot	4-65536	4	research-off	5	0.7938	0.4346	1.5868	0.9544	1.0000	-53
mac-x64	mandelbrot	4-65536	4	replica	5	0.8227	0.5503	1.1866	0.9767	1.0000	-43
mac-x64	mandelbrot	5-4096	4	old	5	0.9943	0.8936	1.0174	0.9861	1.0000	0
mac-x64	mandelbrot	5-4096	4	research-off	5	1.0116	0.8780	1.4239	1.0216	1.0000	1
mac-x64	mandelbrot	5-4096	4	replica	5	0.9954	0.9289	1.5693	0.9922	1.0000	0
mac-x64	mandelbrot	5-65536	4	old	5	1.0394	0.9712	1.2192	1.0141	1.0000	0
mac-x64	mandelbrot	5-65536	4	research-off	5	1.0645	1.0335	1.3739	1.0967	1.0000	7
mac-x64	mandelbrot	5-65536	4	replica	5	1.0081	0.9778	1.0501	1.0453	1.0000	14
mac-x64	mandelbrot	6-4096	4	old	5	0.9994	0.9352	1.0601	1.0015	1.0000	0
mac-x64	mandelbrot	6-4096	4	research-off	5	1.0178	0.9849	1.3756	1.0200	1.0000	0
mac-x64	mandelbrot	6-4096	4	replica	5	1.0112	0.9953	1.0160	1.0115	1.0000	0
mac-x64	mandelbrot	6-65536	4	old	5	0.9934	0.9878	1.0484	0.9928	1.0000	3
mac-x64	mandelbrot	6-65536	4	research-off	5	0.9949	0.9888	1.4644	0.9962	1.0000	1
mac-x64	mandelbrot	6-65536	4	replica	5	1.0188	0.9757	1.0476	1.0086	1.0000	-13
