contract,pair_bytes,path,count,variant,sample,rounds,traces,elapsed_ns,checksum,requests,requested_bytes,peak_nodes,peak_bytes
retained,16,build-cleanup,8,source-c,1,0,512,127000,17924797446048753971,512,258048,1,504
retained,16,build-cleanup,8,whitefoot,1,0,512,102000,17924797446048753971,512,258048,1,504
retained,16,build-cleanup,8,whitefoot,2,0,512,100000,17882887548535675786,512,258048,1,504
retained,16,build-cleanup,8,source-c,2,0,512,127000,17882887548535675786,512,258048,1,504
retained,16,build-cleanup,8,direct-c,2,0,512,87000,17882887548535675786,512,192512,1,376
retained,16,build-cleanup,8,avl-c,2,0,512,169000,17882887548535675786,4096,163840,8,320
retained,16,build-cleanup,8,avl-c,3,0,512,170000,6351210585211105274,4096,163840,8,320
retained,16,build-cleanup,8,direct-c,3,0,512,86000,6351210585211105274,512,192512,1,376
retained,16,build-cleanup,8,source-c,3,0,512,127000,6351210585211105274,512,258048,1,504
retained,16,build-cleanup,8,whitefoot,3,0,512,107000,6351210585211105274,512,258048,1,504
retained,16,build-cleanup,8,whitefoot,4,0,512,108000,3370865382716160821,512,258048,1,504
retained,16,build-cleanup,8,source-c,4,0,512,133000,3370865382716160821,512,258048,1,504
retained,16,build-cleanup,8,direct-c,4,0,512,91000,3370865382716160821,512,192512,1,376
retained,16,build-cleanup,8,avl-c,4,0,512,146000,3370865382716160821,4096,163840,8,320
retained,16,build-cleanup,8,avl-c,5,0,512,147000,4150792512825776551,4096,163840,8,320
retained,16,build-cleanup,8,direct-c,5,0,512,89000,4150792512825776551,512,192512,1,376
retained,16,build-cleanup,8,source-c,5,0,512,132000,4150792512825776551,512,258048,1,504
retained,16,build-cleanup,8,whitefoot,5,0,512,105000,4150792512825776551,512,258048,1,504
retained,16,build-cleanup,256,whitefoot,0,0,16,242000,11187340223651816348,496,249984,31,15624
retained,16,build-cleanup,256,source-c,0,0,16,275000,11187340223651816348,496,249984,31,15624
retained,16,build-cleanup,256,direct-c,0,0,16,183000,11187340223651816348,496,186496,31,11656
retained,16,build-cleanup,256,avl-c,0,0,16,223000,11187340223651816348,4096,163840,256,10240
retained,16,build-cleanup,256,avl-c,1,0,16,215000,15298068925535932056,4096,163840,256,10240
retained,16,build-cleanup,256,direct-c,1,0,16,159000,15298068925535932056,496,186496,31,11656
retained,16,build-cleanup,256,source-c,1,0,16,256000,15298068925535932056,496,249984,31,15624
retained,16,build-cleanup,256,whitefoot,1,0,16,226000,15298068925535932056,496,249984,31,15624
retained,16,build-cleanup,256,whitefoot,2,0,16,213000,12471564500656326582,496,249984,31,15624
retained,16,build-cleanup,256,source-c,2,0,16,251000,12471564500656326582,496,249984,31,15624
retained,16,build-cleanup,256,direct-c,2,0,16,160000,12471564500656326582,496,186496,31,11656
retained,16,build-cleanup,256,avl-c,2,0,16,214000,12471564500656326582,4096,163840,256,10240
retained,16,build-cleanup,256,avl-c,3,0,16,211000,17136505471144702852,4096,163840,256,10240
retained,16,build-cleanup,256,direct-c,3,0,16,156000,17136505471144702852,496,186496,31,11656
retained,16,build-cleanup,256,source-c,3,0,16,252000,17136505471144702852,496,249984,31,15624
retained,16,build-cleanup,256,whitefoot,3,0,16,220000,17136505471144702852,496,249984,31,15624
retained,16,build-cleanup,256,whitefoot,4,0,16,211000,13470399420062435132,496,249984,31,15624
retained,16,build-cleanup,256,source-c,4,0,16,249000,13470399420062435132,496,249984,31,15624
retained,16,build-cleanup,256,direct-c,4,0,16,163000,13470399420062435132,496,186496,31,11656
retained,16,build-cleanup,256,avl-c,4,0,16,212000,13470399420062435132,4096,163840,256,10240
retained,16,build-cleanup,256,avl-c,5,0,16,209000,4357765652136363365,4096,163840,256,10240
retained,16,build-cleanup,256,direct-c,5,0,16,156000,4357765652136363365,496,186496,31,11656
retained,16,build-cleanup,256,source-c,5,0,16,251000,4357765652136363365,496,249984,31,15624
retained,16,build-cleanup,256,whitefoot,5,0,16,219000,4357765652136363365,496,249984,31,15624
retained,16,build-cleanup,4096,whitefoot,0,0,1,459000,10577754664363864676,363,182952,363,182952
retained,16,build-cleanup,4096,source-c,0,0,1,507000,10577754664363864676,363,182952,363,182952
retained,16,build-cleanup,4096,direct-c,0,0,1,418000,10577754664363864676,365,137240,365,137240
retained,16,build-cleanup,4096,avl-c,0,0,1,366000,10577754664363864676,4096,163840,4096,163840
retained,16,build-cleanup,4096,avl-c,1,0,1,347000,4683979154478348707,4096,163840,4096,163840
retained,16,build-cleanup,4096,direct-c,1,0,1,391000,4683979154478348707,365,137240,365,137240
retained,16,build-cleanup,4096,source-c,1,0,1,518000,4683979154478348707,363,182952,363,182952
retained,16,build-cleanup,4096,whitefoot,1,0,1,442000,4683979154478348707,363,182952,363,182952
retained,16,build-cleanup,4096,whitefoot,2,0,1,440000,6661689795545676767,363,182952,363,182952
retained,16,build-cleanup,4096,source-c,2,0,1,504000,6661689795545676767,363,182952,363,182952
retained,16,build-cleanup,4096,direct-c,2,0,1,396000,6661689795545676767,365,137240,365,137240
retained,16,build-cleanup,4096,avl-c,2,0,1,350000,6661689795545676767,4096,163840,4096,163840
retained,16,build-cleanup,4096,avl-c,3,0,1,348000,4421721045133421383,4096,163840,4096,163840
retained,16,build-cleanup,4096,direct-c,3,0,1,390000,4421721045133421383,365,137240,365,137240
retained,16,build-cleanup,4096,source-c,3,0,1,498000,4421721045133421383,363,182952,363,182952
retained,16,build-cleanup,4096,whitefoot,3,0,1,455000,4421721045133421383,363,182952,363,182952
retained,16,build-cleanup,4096,whitefoot,4,0,1,439000,10534435729410453292,363,182952,363,182952
retained,16,build-cleanup,4096,source-c,4,0,1,504000,10534435729410453292,363,182952,363,182952
retained,16,build-cleanup,4096,direct-c,4,0,1,389000,10534435729410453292,365,137240,365,137240
retained,16,build-cleanup,4096,avl-c,4,0,1,349000,10534435729410453292,4096,163840,4096,163840
retained,16,build-cleanup,4096,avl-c,5,0,1,347000,10480987938455170014,4096,163840,4096,163840
retained,16,build-cleanup,4096,direct-c,5,0,1,389000,10480987938455170014,365,137240,365,137240
retained,16,build-cleanup,4096,source-c,5,0,1,498000,10480987938455170014,363,182952,363,182952
retained,16,build-cleanup,4096,whitefoot,5,0,1,447000,10480987938455170014,363,182952,363,182952
retained,16,hit-miss,8,whitefoot,0,1024,1,140000,2544613827570477983,1,504,1,504
retained,16,hit-miss,8,source-c,0,1024,1,168000,2544613827570477983,1,504,1,504
retained,16,hit-miss,8,direct-c,0,1024,1,130000,2544613827570477983,1,376,1,376
retained,16,hit-miss,8,avl-c,0,1024,1,78000,2544613827570477983,8,320,8,320
retained,16,hit-miss,8,avl-c,1,1024,1,77000,5030790690630568545,8,320,8,320
retained,16,hit-miss,8,direct-c,1,1024,1,130000,5030790690630568545,1,376,1,376
retained,16,hit-miss,8,source-c,1,1024,1,168000,5030790690630568545,1,504,1,504
retained,16,hit-miss,8,whitefoot,1,1024,1,140000,5030790690630568545,1,504,1,504
retained,16,hit-miss,8,whitefoot,2,1024,1,140000,14621056810497255299,1,504,1,504
retained,16,hit-miss,8,source-c,2,1024,1,167000,14621056810497255299,1,504,1,504
retained,16,hit-miss,8,direct-c,2,1024,1,129000,14621056810497255299,1,376,1,376
retained,16,hit-miss,8,avl-c,2,1024,1,76000,14621056810497255299,8,320,8,320
retained,16,hit-miss,8,avl-c,3,1024,1,77000,2299884205089144646,8,320,8,320
retained,16,hit-miss,8,direct-c,3,1024,1,130000,2299884205089144646,1,376,1,376
retained,16,hit-miss,8,source-c,3,1024,1,168000,2299884205089144646,1,504,1,504
retained,16,hit-miss,8,whitefoot,3,1024,1,145000,2299884205089144646,1,504,1,504
retained,16,hit-miss,8,whitefoot,4,1024,1,140000,9429020719255536417,1,504,1,504
retained,16,hit-miss,8,source-c,4,1024,1,168000,9429020719255536417,1,504,1,504
retained,16,hit-miss,8,direct-c,4,1024,1,130000,9429020719255536417,1,376,1,376
retained,16,hit-miss,8,avl-c,4,1024,1,80000,9429020719255536417,8,320,8,320
retained,16,hit-miss,8,avl-c,5,1024,1,77000,13383183502616440262,8,320,8,320
retained,16,hit-miss,8,direct-c,5,1024,1,129000,13383183502616440262,1,376,1,376
retained,16,hit-miss,8,source-c,5,1024,1,168000,13383183502616440262,1,504,1,504
retained,16,hit-miss,8,whitefoot,5,1024,1,140000,13383183502616440262,1,504,1,504
retained,16,hit-miss,256,whitefoot,0,32,1,514000,9057260274343556623,31,15624,31,15624
retained,16,hit-miss,256,source-c,0,32,1,552000,9057260274343556623,31,15624,31,15624
retained,16,hit-miss,256,direct-c,0,32,1,475000,9057260274343556623,31,11656,31,11656
retained,16,hit-miss,256,avl-c,0,32,1,320000,9057260274343556623,256,10240,256,10240
retained,16,hit-miss,256,avl-c,1,32,1,300000,16672421336423087069,256,10240,256,10240
retained,16,hit-miss,256,direct-c,1,32,1,428000,16672421336423087069,31,11656,31,11656
retained,16,hit-miss,256,source-c,1,32,1,548000,16672421336423087069,31,15624,31,15624
retained,16,hit-miss,256,whitefoot,1,32,1,491000,16672421336423087069,31,15624,31,15624
retained,16,hit-miss,256,whitefoot,2,32,1,451000,3362186162026956220,31,15624,31,15624
retained,16,hit-miss,256,source-c,2,32,1,547000,3362186162026956220,31,15624,31,15624
retained,16,hit-miss,256,direct-c,2,32,1,445000,3362186162026956220,31,11656,31,11656
retained,16,hit-miss,256,avl-c,2,32,1,308000,3362186162026956220,256,10240,256,10240
retained,16,hit-miss,256,avl-c,3,32,1,297000,11550719305246486032,256,10240,256,10240
retained,16,hit-miss,256,direct-c,3,32,1,415000,11550719305246486032,31,11656,31,11656
retained,16,hit-miss,256,source-c,3,32,1,547000,11550719305246486032,31,15624,31,15624
retained,16,hit-miss,256,whitefoot,3,32,1,485000,11550719305246486032,31,15624,31,15624
retained,16,hit-miss,256,whitefoot,4,32,1,587000,15444582779029288436,31,15624,31,15624
retained,16,hit-miss,256,source-c,4,32,1,587000,15444582779029288436,31,15624,31,15624
retained,16,hit-miss,256,direct-c,4,32,1,477000,15444582779029288436,31,11656,31,11656
retained,16,hit-miss,256,avl-c,4,32,1,309000,15444582779029288436,256,10240,256,10240
retained,16,hit-miss,256,avl-c,5,32,1,301000,1232392432011326836,256,10240,256,10240
retained,16,hit-miss,256,direct-c,5,32,1,412000,1232392432011326836,31,11656,31,11656
retained,16,hit-miss,256,source-c,5,32,1,559000,1232392432011326836,31,15624,31,15624
retained,16,hit-miss,256,whitefoot,5,32,1,487000,1232392432011326836,31,15624,31,15624
retained,16,hit-miss,4096,whitefoot,0,2,1,1318000,8497386473953290234,363,182952,363,182952
retained,16,hit-miss,4096,source-c,0,2,1,1394000,8497386473953290234,363,182952,363,182952
retained,16,hit-miss,4096,direct-c,0,2,1,1220000,8497386473953290234,365,137240,365,137240
retained,16,hit-miss,4096,avl-c,0,2,1,817000,8497386473953290234,4096,163840,4096,163840
retained,16,hit-miss,4096,avl-c,1,2,1,845000,6620817307054579695,4096,163840,4096,163840
retained,16,hit-miss,4096,direct-c,1,2,1,1238000,6620817307054579695,365,137240,365,137240
retained,16,hit-miss,4096,source-c,1,2,1,1423000,6620817307054579695,363,182952,363,182952
retained,16,hit-miss,4096,whitefoot,1,2,1,1283000,6620817307054579695,363,182952,363,182952
retained,16,hit-miss,4096,whitefoot,2,2,1,1289000,14584893733163510546,363,182952,363,182952
retained,16,hit-miss,4096,source-c,2,2,1,1383000,14584893733163510546,363,182952,363,182952
retained,16,hit-miss,4096,direct-c,2,2,1,1204000,14584893733163510546,365,137240,365,137240
retained,16,hit-miss,4096,avl-c,2,2,1,807000,14584893733163510546,4096,163840,4096,163840
retained,16,hit-miss,4096,avl-c,3,2,1,802000,14542621158675777415,4096,163840,4096,163840
retained,16,hit-miss,4096,direct-c,3,2,1,1197000,14542621158675777415,365,137240,365,137240
retained,16,hit-miss,4096,source-c,3,2,1,1425000,14542621158675777415,363,182952,363,182952
retained,16,hit-miss,4096,whitefoot,3,2,1,1282000,14542621158675777415,363,182952,363,182952
retained,16,hit-miss,4096,whitefoot,4,2,1,1287000,3411412128828879223,363,182952,363,182952
retained,16,hit-miss,4096,source-c,4,2,1,1385000,3411412128828879223,363,182952,363,182952
retained,16,hit-miss,4096,direct-c,4,2,1,1202000,3411412128828879223,365,137240,365,137240
retained,16,hit-miss,4096,avl-c,4,2,1,801000,3411412128828879223,4096,163840,4096,163840
retained,16,hit-miss,4096,avl-c,5,2,1,814000,2911758924518004104,4096,163840,4096,163840
retained,16,hit-miss,4096,direct-c,5,2,1,1225000,2911758924518004104,365,137240,365,137240
retained,16,hit-miss,4096,source-c,5,2,1,1394000,2911758924518004104,363,182952,363,182952
retained,16,hit-miss,4096,whitefoot,5,2,1,1329000,2911758924518004104,363,182952,363,182952
retained,16,replace-edit-remove-insert,8,whitefoot,0,1024,1,389000,14151578214610147557,1,504,1,504
retained,16,replace-edit-remove-insert,8,source-c,0,1024,1,537000,14151578214610147557,1,504,1,504
retained,16,replace-edit-remove-insert,8,direct-c,0,1024,1,375000,14151578214610147557,1,376,1,376
retained,16,replace-edit-remove-insert,8,avl-c,0,1024,1,425000,14151578214610147557,8200,328000,8,320
retained,16,replace-edit-remove-insert,8,avl-c,1,1024,1,424000,17255007329733447000,8200,328000,8,320
retained,16,replace-edit-remove-insert,8,direct-c,1,1024,1,372000,17255007329733447000,1,376,1,376
retained,16,replace-edit-remove-insert,8,source-c,1,1024,1,530000,17255007329733447000,1,504,1,504
retained,16,replace-edit-remove-insert,8,whitefoot,1,1024,1,386000,17255007329733447000,1,504,1,504
retained,16,replace-edit-remove-insert,8,whitefoot,2,1024,1,386000,15347459984823657788,1,504,1,504
retained,16,replace-edit-remove-insert,8,source-c,2,1024,1,533000,15347459984823657788,1,504,1,504
retained,16,replace-edit-remove-insert,8,direct-c,2,1024,1,372000,15347459984823657788,1,376,1,376
retained,16,replace-edit-remove-insert,8,avl-c,2,1024,1,421000,15347459984823657788,8200,328000,8,320
retained,16,replace-edit-remove-insert,8,avl-c,3,1024,1,421000,2893900076149919541,8200,328000,8,320
retained,16,replace-edit-remove-insert,8,direct-c,3,1024,1,372000,2893900076149919541,1,376,1,376
retained,16,replace-edit-remove-insert,8,source-c,3,1024,1,529000,2893900076149919541,1,504,1,504
retained,16,replace-edit-remove-insert,8,whitefoot,3,1024,1,389000,2893900076149919541,1,504,1,504
retained,16,replace-edit-remove-insert,8,whitefoot,4,1024,1,388000,5867564153249226782,1,504,1,504
retained,16,replace-edit-remove-insert,8,source-c,4,1024,1,528000,5867564153249226782,1,504,1,504
retained,16,replace-edit-remove-insert,8,direct-c,4,1024,1,372000,5867564153249226782,1,376,1,376
retained,16,replace-edit-remove-insert,8,avl-c,4,1024,1,424000,5867564153249226782,8200,328000,8,320
retained,16,replace-edit-remove-insert,8,avl-c,5,1024,1,424000,2941353795540808426,8200,328000,8,320
retained,16,replace-edit-remove-insert,8,direct-c,5,1024,1,372000,2941353795540808426,1,376,1,376
retained,16,replace-edit-remove-insert,8,source-c,5,1024,1,537000,2941353795540808426,1,504,1,504
retained,16,replace-edit-remove-insert,8,whitefoot,5,1024,1,385000,2941353795540808426,1,504,1,504
retained,16,replace-edit-remove-insert,256,whitefoot,0,32,1,1495000,15045687812456274234,36,18144,33,16632
retained,16,replace-edit-remove-insert,256,source-c,0,32,1,1629000,15045687812456274234,36,18144,33,16632
retained,16,replace-edit-remove-insert,256,direct-c,0,32,1,1171000,15045687812456274234,93,34968,33,12408
retained,16,replace-edit-remove-insert,256,avl-c,0,32,1,1206000,15045687812456274234,8448,337920,256,10240
retained,16,replace-edit-remove-insert,256,avl-c,1,32,1,1151000,9593112806538463411,8448,337920,256,10240
retained,16,replace-edit-remove-insert,256,direct-c,1,32,1,1160000,9593112806538463411,93,34968,33,12408
retained,16,replace-edit-remove-insert,256,source-c,1,32,1,1641000,9593112806538463411,36,18144,33,16632
retained,16,replace-edit-remove-insert,256,whitefoot,1,32,1,1495000,9593112806538463411,36,18144,33,16632
retained,16,replace-edit-remove-insert,256,whitefoot,2,32,1,1452000,6821874709816505565,36,18144,33,16632
retained,16,replace-edit-remove-insert,256,source-c,2,32,1,1628000,6821874709816505565,36,18144,33,16632
retained,16,replace-edit-remove-insert,256,direct-c,2,32,1,1168000,6821874709816505565,93,34968,33,12408
retained,16,replace-edit-remove-insert,256,avl-c,2,32,1,1217000,6821874709816505565,8448,337920,256,10240
retained,16,replace-edit-remove-insert,256,avl-c,3,32,1,1149000,11996525847546410767,8448,337920,256,10240
retained,16,replace-edit-remove-insert,256,direct-c,3,32,1,1168000,11996525847546410767,93,34968,33,12408
retained,16,replace-edit-remove-insert,256,source-c,3,32,1,1649000,11996525847546410767,36,18144,33,16632
retained,16,replace-edit-remove-insert,256,whitefoot,3,32,1,1488000,11996525847546410767,36,18144,33,16632
retained,16,replace-edit-remove-insert,256,whitefoot,4,32,1,1439000,8314424461268026747,36,18144,33,16632
retained,16,replace-edit-remove-insert,256,source-c,4,32,1,1665000,8314424461268026747,36,18144,33,16632
retained,16,replace-edit-remove-insert,256,direct-c,4,32,1,1172000,8314424461268026747,93,34968,33,12408
retained,16,replace-edit-remove-insert,256,avl-c,4,32,1,1202000,8314424461268026747,8448,337920,256,10240
retained,16,replace-edit-remove-insert,256,avl-c,5,32,1,1157000,11994638494413553215,8448,337920,256,10240
retained,16,replace-edit-remove-insert,256,direct-c,5,32,1,1169000,11994638494413553215,93,34968,33,12408
retained,16,replace-edit-remove-insert,256,source-c,5,32,1,1645000,11994638494413553215,36,18144,33,16632
retained,16,replace-edit-remove-insert,256,whitefoot,5,32,1,1474000,11994638494413553215,36,18144,33,16632
retained,16,replace-edit-remove-insert,4096,whitefoot,0,2,1,2415000,2274382621178134555,563,283752,562,283248
retained,16,replace-edit-remove-insert,4096,source-c,0,2,1,2621000,2274382621178134555,563,283752,562,283248
retained,16,replace-edit-remove-insert,4096,direct-c,0,2,1,2480000,2274382621178134555,366,137616,366,137616
retained,16,replace-edit-remove-insert,4096,avl-c,0,2,1,2052000,2274382621178134555,12288,491520,4096,163840
retained,16,replace-edit-remove-insert,4096,avl-c,1,2,1,1995000,150295215286734920,12288,491520,4096,163840
retained,16,replace-edit-remove-insert,4096,direct-c,1,2,1,2486000,150295215286734920,366,137616,366,137616
retained,16,replace-edit-remove-insert,4096,source-c,1,2,1,2618000,150295215286734920,563,283752,562,283248
retained,16,replace-edit-remove-insert,4096,whitefoot,1,2,1,2378000,150295215286734920,563,283752,562,283248
retained,16,replace-edit-remove-insert,4096,whitefoot,2,2,1,2373000,9200959192876770169,563,283752,562,283248
retained,16,replace-edit-remove-insert,4096,source-c,2,2,1,2659000,9200959192876770169,563,283752,562,283248
retained,16,replace-edit-remove-insert,4096,direct-c,2,2,1,2466000,9200959192876770169,366,137616,366,137616
retained,16,replace-edit-remove-insert,4096,avl-c,2,2,1,2010000,9200959192876770169,12288,491520,4096,163840
retained,16,replace-edit-remove-insert,4096,avl-c,3,2,1,2003000,16180990349953641121,12288,491520,4096,163840
retained,16,replace-edit-remove-insert,4096,direct-c,3,2,1,2450000,16180990349953641121,366,137616,366,137616
retained,16,replace-edit-remove-insert,4096,source-c,3,2,1,2620000,16180990349953641121,563,283752,562,283248
retained,16,replace-edit-remove-insert,4096,whitefoot,3,2,1,2364000,16180990349953641121,563,283752,562,283248
retained,16,replace-edit-remove-insert,4096,whitefoot,4,2,1,2380000,10761409014595480978,563,283752,562,283248
retained,16,replace-edit-remove-insert,4096,source-c,4,2,1,2630000,10761409014595480978,563,283752,562,283248
retained,16,replace-edit-remove-insert,4096,direct-c,4,2,1,2455000,10761409014595480978,366,137616,366,137616
retained,16,replace-edit-remove-insert,4096,avl-c,4,2,1,2052000,10761409014595480978,12288,491520,4096,163840
retained,16,replace-edit-remove-insert,4096,avl-c,5,2,1,2001000,1366123243507223787,12288,491520,4096,163840
retained,16,replace-edit-remove-insert,4096,direct-c,5,2,1,2405000,1366123243507223787,366,137616,366,137616
retained,16,replace-edit-remove-insert,4096,source-c,5,2,1,2688000,1366123243507223787,563,283752,562,283248
retained,16,replace-edit-remove-insert,4096,whitefoot,5,2,1,2396000,1366123243507223787,563,283752,562,283248
retained,16,range-16,8,whitefoot,0,1024,1,176000,14373097849899288419,1,504,1,504
retained,16,range-16,8,source-c,0,1024,1,179000,14373097849899288419,1,504,1,504
retained,16,range-16,8,direct-c,0,1024,1,132000,14373097849899288419,1,376,1,376
retained,16,range-16,8,avl-c,0,1024,1,211000,14373097849899288419,8,320,8,320
retained,16,range-16,8,avl-c,1,1024,1,215000,5946793111106473632,8,320,8,320
retained,16,range-16,8,direct-c,1,1024,1,131000,5946793111106473632,1,376,1,376
retained,16,range-16,8,source-c,1,1024,1,175000,5946793111106473632,1,504,1,504
retained,16,range-16,8,whitefoot,1,1024,1,180000,5946793111106473632,1,504,1,504
retained,16,range-16,8,whitefoot,2,1024,1,175000,16798191499598812238,1,504,1,504
retained,16,range-16,8,source-c,2,1024,1,174000,16798191499598812238,1,504,1,504
retained,16,range-16,8,direct-c,2,1024,1,131000,16798191499598812238,1,376,1,376
retained,16,range-16,8,avl-c,2,1024,1,209000,16798191499598812238,8,320,8,320
retained,16,range-16,8,avl-c,3,1024,1,213000,7734443969576337440,8,320,8,320
retained,16,range-16,8,direct-c,3,1024,1,131000,7734443969576337440,1,376,1,376
retained,16,range-16,8,source-c,3,1024,1,175000,7734443969576337440,1,504,1,504
retained,16,range-16,8,whitefoot,3,1024,1,177000,7734443969576337440,1,504,1,504
retained,16,range-16,8,whitefoot,4,1024,1,175000,12354346044592000594,1,504,1,504
retained,16,range-16,8,source-c,4,1024,1,174000,12354346044592000594,1,504,1,504
retained,16,range-16,8,direct-c,4,1024,1,131000,12354346044592000594,1,376,1,376
retained,16,range-16,8,avl-c,4,1024,1,212000,12354346044592000594,8,320,8,320
retained,16,range-16,8,avl-c,5,1024,1,218000,1765581937612882402,8,320,8,320
retained,16,range-16,8,direct-c,5,1024,1,131000,1765581937612882402,1,376,1,376
retained,16,range-16,8,source-c,5,1024,1,174000,1765581937612882402,1,504,1,504
retained,16,range-16,8,whitefoot,5,1024,1,177000,1765581937612882402,1,504,1,504
retained,16,range-16,256,whitefoot,0,32,1,793000,5886594890128043757,31,15624,31,15624
retained,16,range-16,256,source-c,0,32,1,788000,5886594890128043757,31,15624,31,15624
retained,16,range-16,256,direct-c,0,32,1,620000,5886594890128043757,31,11656,31,11656
retained,16,range-16,256,avl-c,0,32,1,944000,5886594890128043757,256,10240,256,10240
retained,16,range-16,256,avl-c,1,32,1,910000,487400964393738081,256,10240,256,10240
retained,16,range-16,256,direct-c,1,32,1,629000,487400964393738081,31,11656,31,11656
retained,16,range-16,256,source-c,1,32,1,801000,487400964393738081,31,15624,31,15624
retained,16,range-16,256,whitefoot,1,32,1,791000,487400964393738081,31,15624,31,15624
retained,16,range-16,256,whitefoot,2,32,1,779000,8538146502123074220,31,15624,31,15624
retained,16,range-16,256,source-c,2,32,1,777000,8538146502123074220,31,15624,31,15624
retained,16,range-16,256,direct-c,2,32,1,610000,8538146502123074220,31,11656,31,11656
retained,16,range-16,256,avl-c,2,32,1,926000,8538146502123074220,256,10240,256,10240
retained,16,range-16,256,avl-c,3,32,1,916000,13361189700901591740,256,10240,256,10240
retained,16,range-16,256,direct-c,3,32,1,594000,13361189700901591740,31,11656,31,11656
retained,16,range-16,256,source-c,3,32,1,780000,13361189700901591740,31,15624,31,15624
retained,16,range-16,256,whitefoot,3,32,1,785000,13361189700901591740,31,15624,31,15624
retained,16,range-16,256,whitefoot,4,32,1,784000,18093435535915223019,31,15624,31,15624
retained,16,range-16,256,source-c,4,32,1,777000,18093435535915223019,31,15624,31,15624
retained,16,range-16,256,direct-c,4,32,1,615000,18093435535915223019,31,11656,31,11656
retained,16,range-16,256,avl-c,4,32,1,938000,18093435535915223019,256,10240,256,10240
retained,16,range-16,256,avl-c,5,32,1,958000,9589100527317024956,256,10240,256,10240
retained,16,range-16,256,direct-c,5,32,1,598000,9589100527317024956,31,11656,31,11656
retained,16,range-16,256,source-c,5,32,1,774000,9589100527317024956,31,15624,31,15624
retained,16,range-16,256,whitefoot,5,32,1,792000,9589100527317024956,31,15624,31,15624
retained,16,range-16,4096,whitefoot,0,2,1,1331000,10485235315489360735,363,182952,363,182952
retained,16,range-16,4096,source-c,0,2,1,1393000,10485235315489360735,363,182952,363,182952
retained,16,range-16,4096,direct-c,0,2,1,1159000,10485235315489360735,365,137240,365,137240
retained,16,range-16,4096,avl-c,0,2,1,1499000,10485235315489360735,4096,163840,4096,163840
retained,16,range-16,4096,avl-c,1,2,1,1504000,3257590277228744031,4096,163840,4096,163840
retained,16,range-16,4096,direct-c,1,2,1,1133000,3257590277228744031,365,137240,365,137240
retained,16,range-16,4096,source-c,1,2,1,1380000,3257590277228744031,363,182952,363,182952
retained,16,range-16,4096,whitefoot,1,2,1,1323000,3257590277228744031,363,182952,363,182952
retained,16,range-16,4096,whitefoot,2,2,1,1314000,1087355454241210500,363,182952,363,182952
retained,16,range-16,4096,source-c,2,2,1,1380000,1087355454241210500,363,182952,363,182952
retained,16,range-16,4096,direct-c,2,2,1,1171000,1087355454241210500,365,137240,365,137240
retained,16,range-16,4096,avl-c,2,2,1,1538000,1087355454241210500,4096,163840,4096,163840
retained,16,range-16,4096,avl-c,3,2,1,1497000,8379714773258569284,4096,163840,4096,163840
retained,16,range-16,4096,direct-c,3,2,1,1137000,8379714773258569284,365,137240,365,137240
retained,16,range-16,4096,source-c,3,2,1,1379000,8379714773258569284,363,182952,363,182952
retained,16,range-16,4096,whitefoot,3,2,1,1321000,8379714773258569284,363,182952,363,182952
retained,16,range-16,4096,whitefoot,4,2,1,1336000,12143043846494035490,363,182952,363,182952
retained,16,range-16,4096,source-c,4,2,1,1403000,12143043846494035490,363,182952,363,182952
retained,16,range-16,4096,direct-c,4,2,1,1132000,12143043846494035490,365,137240,365,137240
retained,16,range-16,4096,avl-c,4,2,1,1508000,12143043846494035490,4096,163840,4096,163840
retained,16,range-16,4096,avl-c,5,2,1,1507000,1704524455370811990,4096,163840,4096,163840
retained,16,range-16,4096,direct-c,5,2,1,1149000,1704524455370811990,365,137240,365,137240
retained,16,range-16,4096,source-c,5,2,1,1397000,1704524455370811990,363,182952,363,182952
retained,16,range-16,4096,whitefoot,5,2,1,1323000,1704524455370811990,363,182952,363,182952
retained,264,build-cleanup,8,whitefoot,0,0,512,381000,3218974858609647463,512,2162688,1,4224
retained,264,build-cleanup,8,source-c,0,0,512,369000,3218974858609647463,512,2162688,1,4224
retained,264,build-cleanup,8,direct-c,0,0,512,233000,3218974858609647463,512,2097152,1,4096
retained,264,build-cleanup,8,avl-c,0,0,512,332000,3218974858609647463,4096,1179648,8,2304
retained,264,build-cleanup,8,avl-c,1,0,512,323000,8861920933563046431,4096,1179648,8,2304
retained,264,build-cleanup,8,direct-c,1,0,512,232000,8861920933563046431,512,2097152,1,4096
retained,264,build-cleanup,8,source-c,1,0,512,367000,8861920933563046431,512,2162688,1,4224
retained,264,build-cleanup,8,whitefoot,1,0,512,376000,8861920933563046431,512,2162688,1,4224
retained,264,build-cleanup,8,whitefoot,2,0,512,376000,11154275549108851012,512,2162688,1,4224
retained,264,build-cleanup,8,source-c,2,0,512,367000,11154275549108851012,512,2162688,1,4224
retained,264,build-cleanup,8,direct-c,2,0,512,237000,11154275549108851012,512,2097152,1,4096
retained,264,build-cleanup,8,avl-c,2,0,512,321000,11154275549108851012,4096,1179648,8,2304
retained,264,build-cleanup,8,avl-c,3,0,512,322000,2044155923566118728,4096,1179648,8,2304
retained,264,build-cleanup,8,direct-c,3,0,512,231000,2044155923566118728,512,2097152,1,4096
retained,264,build-cleanup,8,source-c,3,0,512,367000,2044155923566118728,512,2162688,1,4224
